  3.80211E-03,  3.90894E-03,  4.01837E-03,  4.13042E-03,  4.24513E-03,  4.36253E-03,  4.48264E-03,  4.60550E-03,  4.73114E-03,  4.85959E-03,  4.99087E-03,  5.12504E-03,  5.26211E-03,  5.40210E-03,  5.54506E-03,  5.69097E-03,  5.83985E-03,  5.99168E-03,  6.14641E-03,  6.30398E-03,  6.46427E-03,  6.62713E-03,  6.79234E-03,  6.95961E-03,  7.12858E-03,  7.29878E-03,  7.46965E-03,  7.64051E-03,  7.81054E-03,  7.97880E-03,  8.14422E-03,  8.30557E-03,  8.46153E-03,  8.61062E-03,  8.75131E-03,  8.88198E-03,  9.00098E-03,  9.10666E-03,  9.19745E-03,  9.27186E-03,  9.32856E-03,  9.36644E-03,  9.38460E-03,  9.38246E-03,  9.35972E-03,  9.31641E-03,  9.25288E-03,  9.16980E-03,  9.06810E-03,  8.94901E-03,  8.81392E-03,  8.66441E-03,  8.50217E-03,  8.32897E-03,  8.14658E-03,  7.95674E-03,  7.76115E-03,  7.56143E-03,  7.35904E-03,  7.15537E-03,  6.95164E-03,  6.74893E-03,  6.54817E-03,  6.35019E-03,  6.15564E-03,  5.96508E-03,  5.77895E-03,  5.59758E-03,  5.42123E-03,  5.25005E-03,  5.08416E-03,  4.92361E-03,  4.76837E-03,  4.61842E-03,  4.47368E-03,  4.33403E-03,  4.19937E-03,  4.06955E-03,  3.94443E-03,  3.82384E-03,  3.70763E-03,  3.59564E-03,  3.48771E-03,  3.38367E-03,  3.28336E-03,  3.18665E-03,  3.09336E-03,
  3.87227E-03,  3.98324E-03,  4.09699E-03,  4.21356E-03,  4.33298E-03,  4.45529E-03,  4.58052E-03,  4.70872E-03,  4.83994E-03,  4.97421E-03,  5.11158E-03,  5.25211E-03,  5.39585E-03,  5.54284E-03,  5.69314E-03,  5.84678E-03,  6.00381E-03,  6.16423E-03,  6.32805E-03,  6.49523E-03,  6.66570E-03,  6.83934E-03,  7.01597E-03,  7.19534E-03,  7.37710E-03,  7.56080E-03,  7.74586E-03,  7.93157E-03,  8.11709E-03,  8.30139E-03,  8.48329E-03,  8.66144E-03,  8.83432E-03,  9.00028E-03,  9.15752E-03,  9.30416E-03,  9.43825E-03,  9.55786E-03,  9.66109E-03,  9.74615E-03,  9.81144E-03,  9.85559E-03,  9.87753E-03,  9.87652E-03,  9.85219E-03,  9.80458E-03,  9.73411E-03,  9.64156E-03,  9.52810E-03,  9.39515E-03,  9.24441E-03,  9.07778E-03,  8.89725E-03,  8.70491E-03,  8.50283E-03,  8.29304E-03,  8.07751E-03,  7.85806E-03,  7.63638E-03,  7.41399E-03,  7.19225E-03,  6.97232E-03,  6.75523E-03,  6.54181E-03,  6.33275E-03,  6.12862E-03,  5.92984E-03,  5.73671E-03,  5.54946E-03,  5.36821E-03,  5.19302E-03,  5.02390E-03,  4.86078E-03,  4.70358E-03,  4.55217E-03,  4.40640E-03,  4.26612E-03,  4.13114E-03,  4.00126E-03,  3.87631E-03,  3.75609E-03,  3.64040E-03,  3.52906E-03,  3.42187E-03,  3.31867E-03,  3.21926E-03,  3.12350E-03,
  3.94345E-03,  4.05872E-03,  4.17696E-03,  4.29821E-03,  4.42251E-03,  4.54991E-03,  4.68046E-03,  4.81420E-03,  4.95120E-03,  5.09151E-03,  5.23520E-03,  5.38234E-03,  5.53300E-03,  5.68726E-03,  5.84519E-03,  6.00688E-03,  6.17240E-03,  6.34180E-03,  6.51513E-03,  6.69240E-03,  6.87360E-03,  7.05866E-03,  7.24744E-03,  7.43974E-03,  7.63524E-03,  7.83351E-03,  8.03400E-03,  8.23597E-03,  8.43854E-03,  8.64062E-03,  8.84091E-03,  9.03792E-03,  9.22994E-03,  9.41507E-03,  9.59125E-03,  9.75628E-03,  9.90786E-03,  1.00437E-02,  1.01615E-02,  1.02591E-02,  1.03345E-02,  1.03862E-02,  1.04127E-02,  1.04132E-02,  1.03871E-02,  1.03346E-02,  1.02562E-02,  1.01527E-02,  1.00256E-02,  9.87664E-03,  9.70786E-03,  9.52153E-03,  9.32003E-03,  9.10583E-03,  8.88136E-03,  8.64901E-03,  8.41103E-03,  8.16950E-03,  7.92632E-03,  7.68320E-03,  7.44162E-03,  7.20285E-03,  6.96796E-03,  6.73784E-03,  6.51318E-03,  6.29453E-03,  6.08228E-03,  5.87672E-03,  5.67800E-03,  5.48621E-03,  5.30134E-03,  5.12334E-03,  4.95209E-03,  4.78745E-03,  4.62923E-03,  4.47725E-03,  4.33127E-03,  4.19107E-03,  4.05643E-03,  3.92711E-03,  3.80287E-03,  3.68350E-03,  3.56878E-03,  3.45848E-03,  3.35241E-03,  3.25036E-03,  3.15215E-03,
  4.01566E-03,  4.13538E-03,  4.25827E-03,  4.38437E-03,  4.51374E-03,  4.64643E-03,  4.78249E-03,  4.92199E-03,  5.06499E-03,  5.21156E-03,  5.36180E-03,  5.51579E-03,  5.67362E-03,  5.83541E-03,  6.00127E-03,  6.17131E-03,  6.34565E-03,  6.52440E-03,  6.70766E-03,  6.89550E-03,  7.08797E-03,  7.28507E-03,  7.48673E-03,  7.69279E-03,  7.90301E-03,  8.11700E-03,  8.33423E-03,  8.55396E-03,  8.77529E-03,  8.99706E-03,  9.21787E-03,  9.43606E-03,  9.64974E-03,  9.85672E-03,  1.00546E-02,  1.02409E-02,  1.04128E-02,  1.05675E-02,  1.07024E-02,  1.08149E-02,  1.09024E-02,  1.09631E-02,  1.09951E-02,  1.09975E-02,  1.09697E-02,  1.09116E-02,  1.08238E-02,  1.07077E-02,  1.05647E-02,  1.03972E-02,  1.02075E-02,  9.99845E-03,  9.77283E-03,  9.53360E-03,  9.28363E-03,  9.02569E-03,  8.76239E-03,  8.49611E-03,  8.22899E-03,  7.96291E-03,  7.69950E-03,  7.44012E-03,  7.18590E-03,  6.93773E-03,  6.69632E-03,  6.46217E-03,  6.23565E-03,  6.01696E-03,  5.80623E-03,  5.60344E-03,  5.40854E-03,  5.22138E-03,  5.04180E-03,  4.86956E-03,  4.70443E-03,  4.54615E-03,  4.39443E-03,  4.24901E-03,  4.10960E-03,  3.97593E-03,  3.84772E-03,  3.72471E-03,  3.60665E-03,  3.49329E-03,  3.38441E-03,  3.27977E-03,  3.17917E-03,
  4.08888E-03,  4.21322E-03,  4.34094E-03,  4.47209E-03,  4.60672E-03,  4.74489E-03,  4.88667E-03,  5.03213E-03,  5.18136E-03,  5.33443E-03,  5.49144E-03,  5.65252E-03,  5.81779E-03,  5.98737E-03,  6.16143E-03,  6.34012E-03,  6.52360E-03,  6.71205E-03,  6.90564E-03,  7.10450E-03,  7.30876E-03,  7.51851E-03,  7.73375E-03,  7.95443E-03,  8.18037E-03,  8.41125E-03,  8.64658E-03,  8.88567E-03,  9.12760E-03,  9.37116E-03,  9.61485E-03,  9.85686E-03,  1.00951E-02,  1.03270E-02,  1.05498E-02,  1.07607E-02,  1.09562E-02,  1.11332E-02,  1.12883E-02,  1.14183E-02,  1.15203E-02,  1.15918E-02,  1.16306E-02,  1.16355E-02,  1.16057E-02,  1.15411E-02,  1.14426E-02,  1.13116E-02,  1.11502E-02,  1.09610E-02,  1.07470E-02,  1.05116E-02,  1.02581E-02,  9.99015E-03,  9.71105E-03,  9.42407E-03,  9.13220E-03,  8.83816E-03,  8.54435E-03,  8.25286E-03,  7.96545E-03,  7.68355E-03,  7.40835E-03,  7.14074E-03,  6.88139E-03,  6.63077E-03,  6.38915E-03,  6.15670E-03,  5.93341E-03,  5.71922E-03,  5.51396E-03,  5.31742E-03,  5.12933E-03,  4.94939E-03,  4.77728E-03,  4.61267E-03,  4.45522E-03,  4.30459E-03,  4.16045E-03,  4.02248E-03,  3.89035E-03,  3.76377E-03,  3.64244E-03,  3.52610E-03,  3.41447E-03,  3.30732E-03,  3.20440E-03,
  4.16312E-03,  4.29226E-03,  4.42500E-03,  4.56138E-03,  4.70147E-03,  4.84535E-03,  4.99307E-03,  5.14472E-03,  5.30039E-03,  5.46019E-03,  5.62423E-03,  5.79264E-03,  5.96558E-03,  6.14322E-03,  6.32574E-03,  6.51336E-03,  6.70629E-03,  6.90477E-03,  7.10904E-03,  7.31934E-03,  7.53588E-03,  7.75885E-03,  7.98837E-03,  8.22449E-03,  8.46713E-03,  8.71609E-03,  8.97096E-03,  9.23110E-03,  9.49560E-03,  9.76323E-03,  1.00324E-02,  1.03012E-02,  1.05672E-02,  1.08275E-02,  1.10791E-02,  1.13184E-02,  1.15416E-02,  1.17447E-02,  1.19237E-02,  1.20747E-02,  1.21941E-02,  1.22786E-02,  1.23258E-02,  1.23339E-02,  1.23019E-02,  1.22299E-02,  1.21188E-02,  1.19704E-02,  1.17873E-02,  1.15727E-02,  1.13303E-02,  1.10642E-02,  1.07785E-02,  1.04774E-02,  1.01650E-02,  9.84500E-03,  9.52086E-03,  9.19568E-03,  8.87215E-03,  8.55256E-03,  8.23878E-03,  7.93235E-03,  7.63445E-03,  7.34595E-03,  7.06746E-03,  6.79937E-03,  6.54188E-03,  6.29503E-03,  6.05871E-03,  5.83275E-03,  5.61688E-03,  5.41077E-03,  5.21406E-03,  5.02635E-03,  4.84724E-03,  4.67632E-03,  4.51318E-03,  4.35741E-03,  4.20862E-03,  4.06643E-03,  3.93047E-03,  3.80041E-03,  3.67592E-03,  3.55668E-03,  3.44241E-03,  3.33283E-03,  3.22769E-03,
  4.23839E-03,  4.37252E-03,  4.51046E-03,  4.65229E-03,  4.79806E-03,  4.94786E-03,  5.10175E-03,  5.25983E-03,  5.42220E-03,  5.58897E-03,  5.76027E-03,  5.93627E-03,  6.11713E-03,  6.30307E-03,  6.49431E-03,  6.69111E-03,  6.89376E-03,  7.10256E-03,  7.31785E-03,  7.53995E-03,  7.76921E-03,  8.00593E-03,  8.25036E-03,  8.50270E-03,  8.76302E-03,  9.03124E-03,  9.30709E-03,  9.59001E-03,  9.87917E-03,  1.01734E-02,  1.04709E-02,  1.07697E-02,  1.10671E-02,  1.13601E-02,  1.16448E-02,  1.19172E-02,  1.21728E-02,  1.24067E-02,  1.26141E-02,  1.27902E-02,  1.29305E-02,  1.30309E-02,  1.30883E-02,  1.31005E-02,  1.30662E-02,  1.29855E-02,  1.28596E-02,  1.26906E-02,  1.24818E-02,  1.22373E-02,  1.19617E-02,  1.16597E-02,  1.13367E-02,  1.09974E-02,  1.06468E-02,  1.02891E-02,  9.92853E-03,  9.56843E-03,  9.21182E-03,  8.86119E-03,  8.51854E-03,  8.18543E-03,  7.86304E-03,  7.55217E-03,  7.25335E-03,  6.96685E-03,  6.69274E-03,  6.43092E-03,  6.18116E-03,  5.94314E-03,  5.71646E-03,  5.50067E-03,  5.29529E-03,  5.09982E-03,  4.91376E-03,  4.73660E-03,  4.56786E-03,  4.40705E-03,  4.25372E-03,  4.10744E-03,  3.96779E-03,  3.83438E-03,  3.70684E-03,  3.58483E-03,  3.46803E-03,  3.35614E-03,  3.24888E-03,
  4.31468E-03,  4.45399E-03,  4.59736E-03,  4.74486E-03,  4.89655E-03,  5.05251E-03,  5.21282E-03,  5.37758E-03,  5.54689E-03,  5.72089E-03,  5.89972E-03,  6.08355E-03,  6.27258E-03,  6.46706E-03,  6.66726E-03,  6.87348E-03,  7.08609E-03,  7.30547E-03,  7.53205E-03,  7.76627E-03,  8.00861E-03,  8.25952E-03,  8.51943E-03,  8.78870E-03,  9.06760E-03,  9.35622E-03,  9.65447E-03,  9.96197E-03,  1.02780E-02,  1.06013E-02,  1.09303E-02,  1.12628E-02,  1.15959E-02,  1.19260E-02,  1.22490E-02,  1.25599E-02,  1.28535E-02,  1.31240E-02,  1.33653E-02,  1.35715E-02,  1.37371E-02,  1.38569E-02,  1.39270E-02,  1.39444E-02,  1.39077E-02,  1.38168E-02,  1.36732E-02,  1.34798E-02,  1.32406E-02,  1.29607E-02,  1.26458E-02,  1.23019E-02,  1.19353E-02,  1.15518E-02,  1.11573E-02,  1.07569E-02,  1.03550E-02,  9.95579E-03,  9.56243E-03,  9.17759E-03,  8.80339E-03,  8.44138E-03,  8.09266E-03,  7.75796E-03,  7.43765E-03,  7.13185E-03,  6.84045E-03,  6.56319E-03,  6.29966E-03,  6.04937E-03,  5.81178E-03,  5.58628E-03,  5.37227E-03,  5.16911E-03,  4.97621E-03,  4.79295E-03,  4.61876E-03,  4.45308E-03,  4.29538E-03,  4.14518E-03,  4.00199E-03,  3.86538E-03,  3.73495E-03,  3.61032E-03,  3.49113E-03,  3.37705E-03,  3.26780E-03,
  4.39199E-03,  4.53671E-03,  4.68573E-03,  4.83914E-03,  4.99699E-03,  5.15938E-03,  5.32638E-03,  5.49809E-03,  5.67463E-03,  5.85612E-03,  6.04274E-03,  6.23467E-03,  6.43212E-03,  6.63539E-03,  6.84477E-03,  7.06063E-03,  7.28341E-03,  7.51357E-03,  7.75165E-03,  7.99823E-03,  8.25393E-03,  8.51938E-03,  8.79521E-03,  9.08201E-03,  9.38027E-03,  9.69035E-03,  1.00124E-02,  1.03462E-02,  1.06913E-02,  1.10465E-02,  1.14104E-02,  1.17805E-02,  1.21539E-02,  1.25265E-02,  1.28936E-02,  1.32495E-02,  1.35878E-02,  1.39017E-02,  1.41836E-02,  1.44262E-02,  1.46225E-02,  1.47661E-02,  1.48519E-02,  1.48760E-02,  1.48367E-02,  1.47337E-02,  1.45691E-02,  1.43465E-02,  1.40710E-02,  1.37490E-02,  1.33876E-02,  1.29944E-02,  1.25769E-02,  1.21423E-02,  1.16973E-02,  1.12481E-02,  1.07997E-02,  1.03567E-02,  9.92253E-03,  9.50012E-03,  9.09157E-03,  8.69837E-03,  8.32152E-03,  7.96157E-03,  7.61869E-03,  7.29279E-03,  6.98355E-03,  6.69047E-03,  6.41296E-03,  6.15032E-03,  5.90182E-03,  5.66669E-03,  5.44417E-03,  5.23350E-03,  5.03395E-03,  4.84480E-03,  4.66537E-03,  4.49504E-03,  4.33319E-03,  4.17927E-03,  4.03275E-03,  3.89315E-03,  3.76001E-03,  3.63293E-03,  3.51151E-03,  3.39541E-03,  3.28430E-03,
  4.47034E-03,  4.62069E-03,  4.77561E-03,  4.93519E-03,  5.09948E-03,  5.26858E-03,  5.44256E-03,  5.62152E-03,  5.80558E-03,  5.99487E-03,  6.18957E-03,  6.38986E-03,  6.59601E-03,  6.80829E-03,  7.02708E-03,  7.25277E-03,  7.48588E-03,  7.72698E-03,  7.97670E-03,  8.23577E-03,  8.50500E-03,  8.78521E-03,  9.07727E-03,  9.38204E-03,  9.70030E-03,  1.00327E-02,  1.03798E-02,  1.07416E-02,  1.11179E-02,  1.15079E-02,  1.19101E-02,  1.23223E-02,  1.27410E-02,  1.31621E-02,  1.35801E-02,  1.39885E-02,  1.43797E-02,  1.47451E-02,  1.50759E-02,  1.53626E-02,  1.55965E-02,  1.57694E-02,  1.58747E-02,  1.59075E-02,  1.58653E-02,  1.57480E-02,  1.55581E-02,  1.53003E-02,  1.49812E-02,  1.46089E-02,  1.41923E-02,  1.37409E-02,  1.32638E-02,  1.27698E-02,  1.22669E-02,  1.17620E-02,  1.12612E-02,  1.07693E-02,  1.02901E-02,  9.82656E-03,  9.38078E-03,  8.95414E-03,  8.54741E-03,  8.16089E-03,  7.79449E-03,  7.44785E-03,  7.12035E-03,  6.81125E-03,  6.51969E-03,  6.24474E-03,  5.98547E-03,  5.74091E-03,  5.51012E-03,  5.29221E-03,  5.08629E-03,  4.89153E-03,  4.70717E-03,  4.53246E-03,  4.36673E-03,  4.20936E-03,  4.05976E-03,  3.91739E-03,  3.78177E-03,  3.65244E-03,  3.52898E-03,  3.41102E-03,  3.29822E-03,
