  2.91329E-03,  3.02237E-03,  3.13555E-03,  3.25292E-03,  3.37459E-03,  3.50066E-03,  3.63122E-03,  3.76635E-03,  3.90609E-03,  4.05051E-03,  4.19962E-03,  4.35343E-03,  4.51190E-03,  4.67497E-03,  4.84256E-03,  5.01450E-03,  5.19061E-03,  5.37065E-03,  5.55429E-03,  5.74115E-03,  5.93077E-03,  6.12261E-03,  6.31603E-03,  6.51029E-03,  6.70454E-03,  6.89786E-03,  7.08916E-03,  7.27731E-03,  7.46102E-03,  7.63893E-03,  7.80959E-03,  7.97150E-03,  8.12308E-03,  8.26278E-03,  8.38902E-03,  8.50031E-03,  8.59523E-03,  8.67249E-03,  8.73099E-03,  8.76983E-03,  8.78837E-03,  8.78622E-03,  8.76328E-03,  8.71977E-03,  8.65618E-03,  8.57329E-03,  8.47211E-03,  8.35391E-03,  8.22012E-03,  8.07231E-03,  7.91217E-03,  7.74141E-03,  7.56178E-03,  7.37500E-03,  7.18271E-03,  6.98651E-03,  6.78785E-03,  6.58808E-03,  6.38843E-03,  6.18998E-03,  5.99369E-03,  5.80036E-03,  5.61070E-03,  5.42527E-03,  5.24453E-03,  5.06884E-03,  4.89848E-03,  4.73361E-03,  4.57438E-03,  4.42081E-03,  4.27292E-03,  4.13066E-03,  3.99395E-03,  3.86268E-03,  3.73671E-03,  3.61589E-03,  3.50005E-03,  3.38902E-03,  3.28261E-03,  3.18063E-03,  3.08290E-03,  2.98922E-03,  2.89942E-03,
  2.92355E-03,  3.03560E-03,  3.15202E-03,  3.27292E-03,  3.39845E-03,  3.52871E-03,  3.66383E-03,  3.80390E-03,  3.94902E-03,  4.09925E-03,  4.25466E-03,  4.41526E-03,  4.58107E-03,  4.75204E-03,  4.92812E-03,  5.10917E-03,  5.29504E-03,  5.48549E-03,  5.68022E-03,  5.87887E-03,  6.08097E-03,  6.28597E-03,  6.49320E-03,  6.70192E-03,  6.91121E-03,  7.12007E-03,  7.32737E-03,  7.53182E-03,  7.73202E-03,  7.92646E-03,  8.11350E-03,  8.29143E-03,  8.45847E-03,  8.61280E-03,  8.75260E-03,  8.87612E-03,  8.98169E-03,  9.06779E-03,  9.13310E-03,  9.17655E-03,  9.19735E-03,  9.19503E-03,  9.16947E-03,  9.12090E-03,  9.04992E-03,  8.95743E-03,  8.84465E-03,  8.71306E-03,  8.56435E-03,  8.40037E-03,  8.22309E-03,  8.03450E-03,  7.83662E-03,  7.63142E-03,  7.42078E-03,  7.20649E-03,  6.99017E-03,  6.77334E-03,  6.55731E-03,  6.34328E-03,  6.13224E-03,  5.92506E-03,  5.72246E-03,  5.52500E-03,  5.33314E-03,  5.14722E-03,  4.96747E-03,  4.79404E-03,  4.62701E-03,  4.46638E-03,  4.31210E-03,  4.16409E-03,  4.02222E-03,  3.88632E-03,  3.75622E-03,  3.63173E-03,  3.51262E-03,  3.39869E-03,  3.28972E-03,  3.18548E-03,  3.08576E-03,  2.99034E-03,  2.89901E-03,
  2.93077E-03,  3.04573E-03,  3.16533E-03,  3.28974E-03,  3.41909E-03,  3.55354E-03,  3.69322E-03,  3.83827E-03,  3.98881E-03,  4.14494E-03,  4.30674E-03,  4.47430E-03,  4.64762E-03,  4.82674E-03,  5.01159E-03,  5.20211E-03,  5.39815E-03,  5.59951E-03,  5.80592E-03,  6.01703E-03,  6.23237E-03,  6.45141E-03,  6.67347E-03,  6.89775E-03,  7.12332E-03,  7.34911E-03,  7.57388E-03,  7.79624E-03,  8.01466E-03,  8.22744E-03,  8.43276E-03,  8.62866E-03,  8.81310E-03,  8.98398E-03,  9.13920E-03,  9.27669E-03,  9.39448E-03,  9.49076E-03,  9.56395E-03,  9.61276E-03,  9.63623E-03,  9.63379E-03,  9.60528E-03,  9.55097E-03,  9.47154E-03,  9.36809E-03,  9.24206E-03,  9.09521E-03,  8.92953E-03,  8.74721E-03,  8.55055E-03,  8.34189E-03,  8.12354E-03,  7.89778E-03,  7.66675E-03,  7.43246E-03,  7.19674E-03,  6.96123E-03,  6.72740E-03,  6.49651E-03,  6.26963E-03,  6.04766E-03,  5.83132E-03,  5.62118E-03,  5.41766E-03,  5.22108E-03,  5.03162E-03,  4.84939E-03,  4.67441E-03,  4.50663E-03,  4.34594E-03,  4.19220E-03,  4.04522E-03,  3.90478E-03,  3.77067E-03,  3.64263E-03,  3.52041E-03,  3.40375E-03,  3.29238E-03,  3.18606E-03,  3.08453E-03,  2.98754E-03,  2.89486E-03,
  2.93466E-03,  3.05246E-03,  3.17519E-03,  3.30303E-03,  3.43616E-03,  3.57476E-03,  3.71898E-03,  3.86901E-03,  4.02499E-03,  4.18707E-03,  4.35536E-03,  4.52997E-03,  4.71099E-03,  4.89844E-03,  5.09234E-03,  5.29265E-03,  5.49926E-03,  5.71202E-03,  5.93068E-03,  6.15491E-03,  6.38429E-03,  6.61827E-03,  6.85618E-03,  7.09720E-03,  7.34037E-03,  7.58454E-03,  7.82840E-03,  8.07044E-03,  8.30897E-03,  8.54212E-03,  8.76782E-03,  8.98388E-03,  9.18794E-03,  9.37759E-03,  9.55037E-03,  9.70384E-03,  9.83568E-03,  9.94372E-03,  1.00261E-02,  1.00811E-02,  1.01078E-02,  1.01053E-02,  1.00735E-02,  1.00126E-02,  9.92352E-03,  9.80751E-03,  9.66630E-03,  9.50200E-03,  9.31697E-03,  9.11381E-03,  8.89521E-03,  8.66390E-03,  8.42258E-03,  8.17386E-03,  7.92017E-03,  7.66377E-03,  7.40672E-03,  7.15082E-03,  6.89766E-03,  6.64858E-03,  6.40472E-03,  6.16698E-03,  5.93610E-03,  5.71263E-03,  5.49695E-03,  5.28932E-03,  5.08989E-03,  4.89867E-03,  4.71564E-03,  4.54068E-03,  4.37360E-03,  4.21420E-03,  4.06223E-03,  3.91741E-03,  3.77946E-03,  3.64806E-03,  3.52292E-03,  3.40373E-03,  3.29019E-03,  3.18200E-03,  3.07887E-03,  2.98053E-03,  2.88670E-03,
  2.93495E-03,  3.05549E-03,  3.18125E-03,  3.31245E-03,  3.44928E-03,  3.59196E-03,  3.74068E-03,  3.89566E-03,  4.05707E-03,  4.22510E-03,  4.39992E-03,  4.58168E-03,  4.77050E-03,  4.96647E-03,  5.16965E-03,  5.38005E-03,  5.59761E-03,  5.82221E-03,  6.05367E-03,  6.29170E-03,  6.53589E-03,  6.78573E-03,  7.04055E-03,  7.29952E-03,  7.56167E-03,  7.82578E-03,  8.09046E-03,  8.35409E-03,  8.61481E-03,  8.87055E-03,  9.11902E-03,  9.35769E-03,  9.58391E-03,  9.79486E-03,  9.98767E-03,  1.01595E-02,  1.03075E-02,  1.04292E-02,  1.05222E-02,  1.05846E-02,  1.06151E-02,  1.06126E-02,  1.05770E-02,  1.05087E-02,  1.04085E-02,  1.02780E-02,  1.01194E-02,  9.93511E-03,  9.72797E-03,  9.50106E-03,  9.25757E-03,  9.00069E-03,  8.73357E-03,  8.45918E-03,  8.18031E-03,  7.89950E-03,  7.61903E-03,  7.34089E-03,  7.06677E-03,  6.79812E-03,  6.53610E-03,  6.28164E-03,  6.03544E-03,  5.79803E-03,  5.56972E-03,  5.35072E-03,  5.14109E-03,  4.94078E-03,  4.74968E-03,  4.56757E-03,  4.39420E-03,  4.22929E-03,  4.07251E-03,  3.92351E-03,  3.78194E-03,  3.64743E-03,  3.51963E-03,  3.39817E-03,  3.28271E-03,  3.17291E-03,  3.06843E-03,  2.96898E-03,  2.87424E-03,
  2.93135E-03,  3.05450E-03,  3.18318E-03,  3.31762E-03,  3.45805E-03,  3.60471E-03,  3.75785E-03,  3.91770E-03,  4.08449E-03,  4.25846E-03,  4.43982E-03,  4.62876E-03,  4.82547E-03,  5.03008E-03,  5.24273E-03,  5.46346E-03,  5.69229E-03,  5.92917E-03,  6.17395E-03,  6.42640E-03,  6.68618E-03,  6.95278E-03,  7.22559E-03,  7.50377E-03,  7.78633E-03,  8.07202E-03,  8.35936E-03,  8.64663E-03,  8.93181E-03,  9.21262E-03,  9.48647E-03,  9.75054E-03,  1.00018E-02,  1.02369E-02,  1.04526E-02,  1.06455E-02,  1.08122E-02,  1.09497E-02,  1.10552E-02,  1.11263E-02,  1.11613E-02,  1.11590E-02,  1.11192E-02,  1.10422E-02,  1.09293E-02,  1.07822E-02,  1.06035E-02,  1.03962E-02,  1.01637E-02,  9.90973E-03,  9.63796E-03,  9.35219E-03,  9.05605E-03,  8.75298E-03,  8.44615E-03,  8.13840E-03,  7.83227E-03,  7.52991E-03,  7.23315E-03,  6.94349E-03,  6.66214E-03,  6.39000E-03,  6.12774E-03,  5.87582E-03,  5.63450E-03,  5.40387E-03,  5.18392E-03,  4.97449E-03,  4.77536E-03,  4.58623E-03,  4.40676E-03,  4.23656E-03,  4.07523E-03,  3.92233E-03,  3.77744E-03,  3.64013E-03,  3.50997E-03,  3.38656E-03,  3.26948E-03,  3.15837E-03,  3.05285E-03,  2.95256E-03,  2.85719E-03,
  2.92355E-03,  3.04918E-03,  3.18063E-03,  3.31816E-03,  3.46205E-03,  3.61257E-03,  3.76999E-03,  3.93461E-03,  4.10670E-03,  4.28653E-03,  4.47437E-03,  4.67049E-03,  4.87510E-03,  5.08844E-03,  5.31067E-03,  5.54194E-03,  5.78232E-03,  6.03184E-03,  6.29042E-03,  6.55789E-03,  6.83398E-03,  7.11825E-03,  7.41010E-03,  7.70876E-03,  8.01320E-03,  8.32217E-03,  8.63414E-03,  8.94725E-03,  9.25934E-03,  9.56789E-03,  9.87005E-03,  1.01626E-02,  1.04421E-02,  1.07048E-02,  1.09467E-02,  1.11638E-02,  1.13522E-02,  1.15081E-02,  1.16282E-02,  1.17095E-02,  1.17499E-02,  1.17481E-02,  1.17035E-02,  1.16166E-02,  1.14888E-02,  1.13225E-02,  1.11206E-02,  1.08869E-02,  1.06253E-02,  1.03403E-02,  1.00364E-02,  9.71797E-03,  9.38921E-03,  9.05411E-03,  8.71625E-03,  8.37883E-03,  8.04462E-03,  7.71597E-03,  7.39482E-03,  7.08271E-03,  6.78086E-03,  6.49014E-03,  6.21115E-03,  5.94425E-03,  5.68961E-03,  5.44721E-03,  5.21690E-03,  4.99843E-03,  4.79144E-03,  4.59552E-03,  4.41023E-03,  4.23506E-03,  4.06951E-03,  3.91308E-03,  3.76525E-03,  3.62551E-03,  3.49338E-03,  3.36838E-03,  3.25005E-03,  3.13798E-03,  3.03174E-03,  2.93096E-03,  2.83526E-03,
  2.91126E-03,  3.03918E-03,  3.17322E-03,  3.31367E-03,  3.46084E-03,  3.61504E-03,  3.77660E-03,  3.94583E-03,  4.12306E-03,  4.30863E-03,  4.50286E-03,  4.70608E-03,  4.91857E-03,  5.14064E-03,  5.37252E-03,  5.61445E-03,  5.86659E-03,  6.12904E-03,  6.40182E-03,  6.68485E-03,  6.97794E-03,  7.28071E-03,  7.59266E-03,  7.91304E-03,  8.24086E-03,  8.57487E-03,  8.91347E-03,  9.25475E-03,  9.59637E-03,  9.93559E-03,  1.02693E-02,  1.05938E-02,  1.09052E-02,  1.11991E-02,  1.14710E-02,  1.17161E-02,  1.19296E-02,  1.21070E-02,  1.22443E-02,  1.23377E-02,  1.23847E-02,  1.23834E-02,  1.23334E-02,  1.22350E-02,  1.20902E-02,  1.19015E-02,  1.16728E-02,  1.14085E-02,  1.11135E-02,  1.07931E-02,  1.04526E-02,  1.00972E-02,  9.73175E-03,  9.36090E-03,  8.98867E-03,  8.61863E-03,  8.25380E-03,  7.89672E-03,  7.54939E-03,  7.21342E-03,  6.88996E-03,  6.57983E-03,  6.28353E-03,  6.00130E-03,  5.73316E-03,  5.47897E-03,  5.23842E-03,  5.01110E-03,  4.79654E-03,  4.59419E-03,  4.40346E-03,  4.22375E-03,  4.05444E-03,  3.89493E-03,  3.74461E-03,  3.60291E-03,  3.46925E-03,  3.34310E-03,  3.22395E-03,  3.11132E-03,  3.00475E-03,  2.90383E-03,  2.80815E-03,
  2.89415E-03,  3.02416E-03,  3.16058E-03,  3.30374E-03,  3.45398E-03,  3.61165E-03,  3.77712E-03,  3.95076E-03,  4.13294E-03,  4.32407E-03,  4.52453E-03,  4.73470E-03,  4.95496E-03,  5.18568E-03,  5.42721E-03,  5.67984E-03,  5.94386E-03,  6.21945E-03,  6.50675E-03,  6.80579E-03,  7.11646E-03,  7.43852E-03,  7.77154E-03,  8.11485E-03,  8.46752E-03,  8.82833E-03,  9.19566E-03,  9.56752E-03,  9.94145E-03,  1.03145E-02,  1.06832E-02,  1.10435E-02,  1.13909E-02,  1.17203E-02,  1.20265E-02,  1.23038E-02,  1.25465E-02,  1.27491E-02,  1.29065E-02,  1.30143E-02,  1.30692E-02,  1.30689E-02,  1.30126E-02,  1.29011E-02,  1.27363E-02,  1.25217E-02,  1.22618E-02,  1.19621E-02,  1.16286E-02,  1.12676E-02,  1.08855E-02,  1.04883E-02,  1.00817E-02,  9.67106E-03,  9.26086E-03,  8.85506E-03,  8.45697E-03,  8.06925E-03,  7.69400E-03,  7.33279E-03,  6.98672E-03,  6.65648E-03,  6.34244E-03,  6.04467E-03,  5.76303E-03,  5.49719E-03,  5.24666E-03,  5.01087E-03,  4.78918E-03,  4.58087E-03,  4.38524E-03,  4.20154E-03,  4.02904E-03,  3.86701E-03,  3.71477E-03,  3.57164E-03,  3.43698E-03,  3.31018E-03,  3.19069E-03,  3.07796E-03,  2.97151E-03,  2.87085E-03,  2.77558E-03,
  2.87191E-03,  3.00377E-03,  3.14233E-03,  3.28794E-03,  3.44099E-03,  3.60188E-03,  3.77100E-03,  3.94878E-03,  4.13567E-03,  4.33210E-03,  4.53854E-03,  4.75545E-03,  4.98329E-03,  5.22252E-03,  5.47357E-03,  5.73685E-03,  6.01275E-03,  6.30159E-03,  6.60361E-03,  6.91898E-03,  7.24774E-03,  7.58975E-03,  7.94472E-03,  8.31209E-03,  8.69103E-03,  9.08037E-03,  9.47852E-03,  9.88345E-03,  1.02926E-02,  1.07028E-02,  1.11102E-02,  1.15104E-02,  1.18983E-02,  1.22682E-02,  1.26136E-02,  1.29281E-02,  1.32046E-02,  1.34366E-02,  1.36178E-02,  1.37427E-02,  1.38071E-02,  1.38082E-02,  1.37448E-02,  1.36179E-02,  1.34299E-02,  1.31850E-02,  1.28889E-02,  1.25483E-02,  1.21705E-02,  1.17630E-02,  1.13334E-02,  1.08890E-02,  1.04364E-02,  9.98149E-03,  9.52946E-03,  9.08464E-03,  8.65058E-03,  8.23006E-03,  7.82521E-03,  7.43753E-03,  7.06799E-03,  6.71712E-03,  6.38511E-03,  6.07181E-03,  5.77685E-03,  5.49970E-03,  5.23965E-03,  4.99594E-03,  4.76773E-03,  4.55414E-03,  4.35428E-03,  4.16728E-03,  3.99227E-03,  3.82841E-03,  3.67490E-03,  3.53098E-03,  3.39594E-03,  3.26908E-03,  3.14980E-03,  3.03750E-03,  2.93163E-03,  2.83171E-03,  2.73727E-03,
