 -7.55724E-03, -7.76837E-03, -7.98427E-03, -8.20476E-03, -8.42960E-03, -8.65852E-03, -8.89118E-03, -9.12720E-03, -9.36610E-03, -9.60735E-03, -9.85034E-03, -1.00944E-02, -1.03387E-02, -1.05823E-02, -1.08243E-02, -1.10636E-02, -1.12989E-02, -1.15290E-02, -1.17523E-02, -1.19672E-02, -1.21720E-02, -1.23649E-02, -1.25437E-02, -1.27065E-02, -1.28509E-02, -1.29746E-02, -1.30752E-02, -1.31502E-02, -1.31972E-02, -1.32138E-02, -1.31976E-02, -1.31465E-02, -1.30586E-02, -1.29323E-02, -1.27662E-02, -1.25595E-02, -1.23118E-02, -1.20230E-02, -1.16938E-02, -1.13252E-02, -1.09186E-02, -1.04762E-02, -1.00004E-02, -9.49386E-03, -8.95981E-03, -8.40161E-03, -7.82287E-03, -7.22734E-03, -6.61892E-03, -6.00157E-03, -5.37931E-03, -4.75620E-03, -4.13629E-03, -3.52359E-03, -2.92210E-03, -2.33571E-03, -1.76819E-03, -1.22315E-03, -7.03951E-04, -2.13671E-04,  2.44977E-04,  6.69708E-04,  1.05872E-03,  1.41076E-03,  1.72512E-03,  2.00169E-03,  2.24092E-03,  2.44381E-03,  2.61184E-03,  2.74692E-03,  2.85129E-03,  2.92747E-03,  2.97814E-03,  3.00605E-03,  3.01400E-03,  3.00469E-03,  2.98074E-03,  2.94459E-03,  2.89850E-03,  2.84452E-03,  2.78449E-03,  2.72002E-03,  2.65250E-03,  2.58314E-03,  2.51294E-03,  2.44273E-03,  2.37318E-03,  2.30484E-03,  2.23812E-03,  2.17333E-03,  2.11071E-03,  2.05039E-03,  1.99248E-03,  1.93701E-03,  1.88399E-03,  1.83337E-03,  1.78511E-03,  1.73913E-03,  1.69534E-03,  1.65366E-03,
 -7.72697E-03, -7.94973E-03, -8.17795E-03, -8.41147E-03, -8.65009E-03, -8.89354E-03, -9.14152E-03, -9.39365E-03, -9.64946E-03, -9.90844E-03, -1.01700E-02, -1.04333E-02, -1.06978E-02, -1.09623E-02, -1.12259E-02, -1.14876E-02, -1.17458E-02, -1.19994E-02, -1.22466E-02, -1.24858E-02, -1.27151E-02, -1.29324E-02, -1.31356E-02, -1.33222E-02, -1.34898E-02, -1.36357E-02, -1.37572E-02, -1.38513E-02, -1.39153E-02, -1.39463E-02, -1.39415E-02, -1.38984E-02, -1.38147E-02, -1.36883E-02, -1.35176E-02, -1.33014E-02, -1.30392E-02, -1.27308E-02, -1.23769E-02, -1.19787E-02, -1.15377E-02, -1.10563E-02, -1.05374E-02, -9.98397E-03, -9.39973E-03, -8.78850E-03, -8.15437E-03, -7.50160E-03, -6.83456E-03, -6.15769E-03, -5.47550E-03, -4.79252E-03, -4.11327E-03, -3.44227E-03, -2.78400E-03, -2.14288E-03, -1.52321E-03, -9.29114E-04, -3.64486E-04,  1.67104E-04,  6.62495E-04,  1.11902E-03,  1.53458E-03,  1.90774E-03,  2.23772E-03,  2.52448E-03,  2.76863E-03,  2.97149E-03,  3.13492E-03,  3.26132E-03,  3.35348E-03,  3.41447E-03,  3.44756E-03,  3.45607E-03,  3.44331E-03,  3.41250E-03,  3.36666E-03,  3.30864E-03,  3.24098E-03,  3.16601E-03,  3.08575E-03,  3.00195E-03,  2.91611E-03,  2.82950E-03,  2.74314E-03,  2.65786E-03,  2.57432E-03,  2.49304E-03,  2.41437E-03,  2.33857E-03,  2.26583E-03,  2.19621E-03,  2.12976E-03,  2.06646E-03,  2.00624E-03,  1.94902E-03,  1.89468E-03,  1.84312E-03,  1.79419E-03,  1.74776E-03,
 -7.89787E-03, -8.13276E-03, -8.37386E-03, -8.62105E-03, -8.87414E-03, -9.13292E-03, -9.39709E-03, -9.66629E-03, -9.94008E-03, -1.02180E-02, -1.04993E-02, -1.07834E-02, -1.10695E-02, -1.13566E-02, -1.16437E-02, -1.19296E-02, -1.22130E-02, -1.24923E-02, -1.27660E-02, -1.30321E-02, -1.32886E-02, -1.35334E-02, -1.37640E-02, -1.39777E-02, -1.41719E-02, -1.43434E-02, -1.44892E-02, -1.46059E-02, -1.46902E-02, -1.47388E-02, -1.47484E-02, -1.47158E-02, -1.46383E-02, -1.45133E-02, -1.43388E-02, -1.41133E-02, -1.38359E-02, -1.35066E-02, -1.31258E-02, -1.26948E-02, -1.22156E-02, -1.16908E-02, -1.11237E-02, -1.05178E-02, -9.87728E-03, -9.20660E-03, -8.51038E-03, -7.79345E-03, -7.06072E-03, -6.31717E-03, -5.56782E-03, -4.81773E-03, -4.07193E-03, -3.33550E-03, -2.61346E-03, -1.91082E-03, -1.23250E-03, -5.83241E-04,  3.24235E-05,  6.10318E-04,  1.14672E-03,  1.63848E-03,  2.08313E-03,  2.47897E-03,  2.82516E-03,  3.12170E-03,  3.36946E-03,  3.57012E-03,  3.72606E-03,  3.84029E-03,  3.91626E-03,  3.95777E-03,  3.96880E-03,  3.95336E-03,  3.91541E-03,  3.85873E-03,  3.78687E-03,  3.70307E-03,  3.61026E-03,  3.51100E-03,  3.40754E-03,  3.30175E-03,  3.19524E-03,  3.08929E-03,  2.98496E-03,  2.88304E-03,  2.78416E-03,  2.68876E-03,  2.59714E-03,  2.50949E-03,  2.42590E-03,  2.34637E-03,  2.27086E-03,  2.19928E-03,  2.13150E-03,  2.06736E-03,  2.00669E-03,  1.94932E-03,  1.89506E-03,  1.84372E-03,
 -8.06956E-03, -8.31707E-03, -8.57161E-03, -8.83310E-03, -9.10139E-03, -9.37628E-03, -9.65753E-03, -9.94480E-03, -1.02377E-02, -1.05357E-02, -1.08382E-02, -1.11446E-02, -1.14539E-02, -1.17654E-02, -1.20779E-02, -1.23902E-02, -1.27009E-02, -1.30085E-02, -1.33112E-02, -1.36071E-02, -1.38940E-02, -1.41695E-02, -1.44310E-02, -1.46756E-02, -1.49001E-02, -1.51013E-02, -1.52754E-02, -1.54187E-02, -1.55274E-02, -1.55974E-02, -1.56248E-02, -1.56060E-02, -1.55373E-02, -1.54157E-02, -1.52386E-02, -1.50041E-02, -1.47111E-02, -1.43593E-02, -1.39491E-02, -1.34820E-02, -1.29602E-02, -1.23868E-02, -1.17656E-02, -1.11007E-02, -1.03970E-02, -9.65950E-03, -8.89353E-03, -8.10455E-03, -7.29809E-03, -6.47972E-03, -5.65503E-03, -4.82960E-03, -4.00905E-03, -3.19902E-03, -2.40518E-03, -1.63317E-03, -8.88641E-04, -1.77085E-04,  4.96203E-04,  1.12629E-03,  1.70873E-03,  2.23977E-03,  2.71643E-03,  3.13672E-03,  3.49965E-03,  3.80532E-03,  4.05489E-03,  4.25052E-03,  4.39527E-03,  4.49290E-03,  4.54774E-03,  4.56447E-03,  4.54796E-03,  4.50308E-03,  4.43454E-03,  4.34683E-03,  4.24407E-03,  4.12999E-03,  4.00788E-03,  3.88060E-03,  3.75059E-03,  3.61988E-03,  3.49010E-03,  3.36257E-03,  3.23832E-03,  3.11810E-03,  3.00245E-03,  2.89173E-03,  2.78614E-03,  2.68577E-03,  2.59061E-03,  2.50057E-03,  2.41550E-03,  2.33523E-03,  2.25953E-03,  2.18818E-03,  2.12093E-03,  2.05755E-03,  1.99778E-03,  1.94138E-03,
 -8.24157E-03, -8.50219E-03, -8.77073E-03, -9.04715E-03, -9.33136E-03, -9.62319E-03, -9.92243E-03, -1.02288E-02, -1.05419E-02, -1.08613E-02, -1.11864E-02, -1.15165E-02, -1.18509E-02, -1.21886E-02, -1.25285E-02, -1.28695E-02, -1.32100E-02, -1.35485E-02, -1.38832E-02, -1.42120E-02, -1.45326E-02, -1.48425E-02, -1.51388E-02, -1.54183E-02, -1.56777E-02, -1.59130E-02, -1.61202E-02, -1.62950E-02, -1.64327E-02, -1.65288E-02, -1.65785E-02, -1.65773E-02, -1.65208E-02, -1.64051E-02, -1.62272E-02, -1.59844E-02, -1.56753E-02, -1.52993E-02, -1.48570E-02, -1.43498E-02, -1.37805E-02, -1.31526E-02, -1.24704E-02, -1.17391E-02, -1.09641E-02, -1.01513E-02, -9.30677E-03, -8.43674E-03, -7.54742E-03, -6.64499E-03, -5.73565E-03, -4.82555E-03, -3.92090E-03, -3.02795E-03, -2.15303E-03, -1.30256E-03, -4.82994E-04,  2.99269E-04,  1.03799E-03,  1.72726E-03,  2.36175E-03,  2.93687E-03,  3.44902E-03,  3.89575E-03,  4.27590E-03,  4.58968E-03,  4.83864E-03,  5.02557E-03,  5.15436E-03,  5.22979E-03,  5.25729E-03,  5.24267E-03,  5.19190E-03,  5.11090E-03,  5.00532E-03,  4.88043E-03,  4.74106E-03,  4.59145E-03,  4.43531E-03,  4.27579E-03,  4.11551E-03,  3.95660E-03,  3.80074E-03,  3.64921E-03,  3.50298E-03,  3.36270E-03,  3.22881E-03,  3.10154E-03,  2.98095E-03,  2.86702E-03,  2.75958E-03,  2.65844E-03,  2.56334E-03,  2.47398E-03,  2.39004E-03,  2.31122E-03,  2.23717E-03,  2.16759E-03,  2.10217E-03,  2.04060E-03,
 -8.41340E-03, -8.68761E-03, -8.97071E-03, -9.26270E-03, -9.56354E-03, -9.87312E-03, -1.01913E-02, -1.05178E-02, -1.08523E-02, -1.11943E-02, -1.15435E-02, -1.18990E-02, -1.22602E-02, -1.26260E-02, -1.29956E-02, -1.33675E-02, -1.37405E-02, -1.41127E-02, -1.44825E-02, -1.48476E-02, -1.52057E-02, -1.55540E-02, -1.58894E-02, -1.62086E-02, -1.65077E-02, -1.67825E-02, -1.70283E-02, -1.72402E-02, -1.74128E-02, -1.75405E-02, -1.76178E-02, -1.76391E-02, -1.75991E-02, -1.74928E-02, -1.73164E-02, -1.70664E-02, -1.67410E-02, -1.63392E-02, -1.58615E-02, -1.53098E-02, -1.46871E-02, -1.39976E-02, -1.32466E-02, -1.24401E-02, -1.15844E-02, -1.06865E-02, -9.75336E-03, -8.79201E-03, -7.80943E-03, -6.81248E-03, -5.80797E-03, -4.80262E-03, -3.80323E-03, -2.81667E-03, -1.85000E-03, -9.10462E-04, -5.47226E-06,  8.57473E-04,  1.67096E-03,  2.42786E-03,  3.12165E-03,  3.74667E-03,  4.29843E-03,  4.77391E-03,  5.17169E-03,  5.49211E-03,  5.73720E-03,  5.91060E-03,  6.01731E-03,  6.06342E-03,  6.05577E-03,  6.00162E-03,  5.90833E-03,  5.78309E-03,  5.63269E-03,  5.46335E-03,  5.28066E-03,  5.08946E-03,  4.89388E-03,  4.69735E-03,  4.50266E-03,  4.31198E-03,  4.12698E-03,  3.94887E-03,  3.77849E-03,  3.61635E-03,  3.46271E-03,  3.31765E-03,  3.18105E-03,  3.05272E-03,  2.93234E-03,  2.81956E-03,  2.71398E-03,  2.61517E-03,  2.52272E-03,  2.43619E-03,  2.35516E-03,  2.27924E-03,  2.20804E-03,  2.14119E-03,
 -8.58450E-03, -8.87277E-03, -9.17096E-03, -9.47914E-03, -9.79733E-03, -1.01255E-02, -1.04635E-02, -1.08112E-02, -1.11683E-02, -1.15344E-02, -1.19090E-02, -1.22916E-02, -1.26814E-02, -1.30775E-02, -1.34789E-02, -1.38844E-02, -1.42925E-02, -1.47016E-02, -1.51097E-02, -1.55148E-02, -1.59143E-02, -1.63054E-02, -1.66848E-02, -1.70489E-02, -1.73934E-02, -1.77137E-02, -1.80045E-02, -1.82602E-02, -1.84744E-02, -1.86407E-02, -1.87523E-02, -1.88023E-02, -1.87841E-02, -1.86917E-02, -1.85199E-02, -1.82645E-02, -1.79227E-02, -1.74933E-02, -1.69768E-02, -1.63753E-02, -1.56924E-02, -1.49332E-02, -1.41040E-02, -1.32119E-02, -1.22647E-02, -1.12703E-02, -1.02369E-02, -9.17248E-03, -8.08484E-03, -6.98155E-03, -5.86998E-03, -4.75742E-03, -3.65120E-03, -2.55880E-03, -1.48802E-03, -4.47022E-04,  5.55668E-04,  1.51123E-03,  2.41077E-03,  3.24559E-03,  4.00758E-03,  4.68962E-03,  5.28605E-03,  5.79300E-03,  6.20872E-03,  6.53367E-03,  6.77055E-03,  6.92410E-03,  7.00080E-03,  7.00847E-03,  6.95580E-03,  6.85190E-03,  6.70588E-03,  6.52651E-03,  6.32193E-03,  6.09950E-03,  5.86565E-03,  5.62586E-03,  5.38469E-03,  5.14581E-03,  4.91212E-03,  4.68579E-03,  4.46838E-03,  4.26096E-03,  4.06418E-03,  3.87833E-03,  3.70344E-03,  3.53937E-03,  3.38579E-03,  3.24227E-03,  3.10833E-03,  2.98341E-03,  2.86696E-03,  2.75841E-03,  2.65720E-03,  2.56278E-03,  2.47463E-03,  2.39225E-03,  2.31518E-03,  2.24299E-03,
 -8.75425E-03, -9.05701E-03, -9.37082E-03, -9.69581E-03, -1.00321E-02, -1.03796E-02, -1.07384E-02, -1.11083E-02, -1.14892E-02, -1.18807E-02, -1.22824E-02, -1.26937E-02, -1.31141E-02, -1.35426E-02, -1.39782E-02, -1.44198E-02, -1.48660E-02, -1.53151E-02, -1.57652E-02, -1.62142E-02, -1.66594E-02, -1.70981E-02, -1.75267E-02, -1.79414E-02, -1.83377E-02, -1.87104E-02, -1.90537E-02, -1.93610E-02, -1.96252E-02, -1.98384E-02, -1.99924E-02, -2.00788E-02, -2.00896E-02, -2.00169E-02, -1.98540E-02, -1.95956E-02, -1.92379E-02, -1.87793E-02, -1.82199E-02, -1.75624E-02, -1.68112E-02, -1.59724E-02, -1.50539E-02, -1.40641E-02, -1.30124E-02, -1.19084E-02, -1.07613E-02, -9.58038E-03, -8.37429E-03, -7.15130E-03, -5.91932E-03, -4.68608E-03, -3.45934E-03, -2.24713E-03, -1.05794E-03,  9.90644E-05,  1.21408E-03,  2.27668E-03,  3.27609E-03,  4.20153E-03,  5.04279E-03,  5.79077E-03,  6.43814E-03,  6.97988E-03,  7.41369E-03,  7.74023E-03,  7.96306E-03,  8.08843E-03,  8.12481E-03,  8.08231E-03,  7.97207E-03,  7.80558E-03,  7.59418E-03,  7.34859E-03,  7.07860E-03,  6.79281E-03,  6.49864E-03,  6.20221E-03,  5.90848E-03,  5.62131E-03,  5.34360E-03,  5.07742E-03,  4.82415E-03,  4.58459E-03,  4.35911E-03,  4.14770E-03,  3.95009E-03,  3.76585E-03,  3.59436E-03,  3.43495E-03,  3.28689E-03,  3.14942E-03,  3.02178E-03,  2.90325E-03,  2.79309E-03,  2.69065E-03,  2.59527E-03,  2.50636E-03,  2.42337E-03,  2.34579E-03,
 -8.92198E-03, -9.23965E-03, -9.56957E-03, -9.91194E-03, -1.02669E-02, -1.06347E-02, -1.10152E-02, -1.14085E-02, -1.18143E-02, -1.22326E-02, -1.26629E-02, -1.31048E-02, -1.35576E-02, -1.40207E-02, -1.44930E-02, -1.49735E-02, -1.54607E-02, -1.59531E-02, -1.64489E-02, -1.69459E-02, -1.74415E-02, -1.79328E-02, -1.84164E-02, -1.88882E-02, -1.93433E-02, -1.97763E-02, -2.01807E-02, -2.05490E-02, -2.08729E-02, -2.11432E-02, -2.13498E-02, -2.14826E-02, -2.15313E-02, -2.14859E-02, -2.13379E-02, -2.10801E-02, -2.07076E-02, -2.02178E-02, -1.96110E-02, -1.88902E-02, -1.80609E-02, -1.71309E-02, -1.61095E-02, -1.50076E-02, -1.38363E-02, -1.26070E-02, -1.13307E-02, -1.00179E-02, -8.67823E-03, -7.32057E-03, -5.95325E-03, -4.58425E-03, -3.22156E-03, -1.87358E-03, -5.49448E-04,  7.40700E-04,  1.98557E-03,  3.17279E-03,  4.28917E-03,  5.32119E-03,  6.25576E-03,  7.08103E-03,  7.78733E-03,  8.36796E-03,  8.81985E-03,  9.14386E-03,  9.34477E-03,  9.43088E-03,  9.41340E-03,  9.30554E-03,  9.12166E-03,  8.87640E-03,  8.58392E-03,  8.25733E-03,  7.90835E-03,  7.54707E-03,  7.18190E-03,  6.81962E-03,  6.46550E-03,  6.12347E-03,  5.79631E-03,  5.48583E-03,  5.19309E-03,  4.91851E-03,  4.66203E-03,  4.42326E-03,  4.20154E-03,  3.99604E-03,  3.80583E-03,  3.62992E-03,  3.46728E-03,  3.31692E-03,  3.17787E-03,  3.04918E-03,  2.92998E-03,  2.81943E-03,  2.71678E-03,  2.62132E-03,  2.53240E-03,  2.44942E-03,
 -9.08694E-03, -9.41990E-03, -9.76639E-03, -1.01267E-02, -1.05011E-02, -1.08898E-02, -1.12930E-02, -1.17106E-02, -1.21427E-02, -1.25891E-02, -1.30496E-02, -1.35238E-02, -1.40112E-02, -1.45111E-02, -1.50226E-02, -1.55447E-02, -1.60761E-02, -1.66153E-02, -1.71606E-02, -1.77099E-02, -1.82607E-02, -1.88101E-02, -1.93548E-02, -1.98905E-02, -2.04124E-02, -2.09146E-02, -2.13899E-02, -2.18301E-02, -2.22256E-02, -2.25654E-02, -2.28375E-02, -2.30292E-02, -2.31274E-02, -2.31196E-02, -2.29944E-02, -2.27424E-02, -2.23568E-02, -2.18343E-02, -2.11747E-02, -2.03819E-02, -1.94626E-02, -1.84268E-02, -1.72864E-02, -1.60547E-02, -1.47456E-02, -1.33728E-02, -1.19493E-02, -1.04871E-02, -8.99676E-03, -7.48775E-03, -5.96853E-03, -4.44703E-03, -2.93114E-03, -1.42930E-03,  4.89354E-05,  1.49247E-03,  2.88838E-03,  4.22188E-03,  5.47668E-03,  6.63560E-03,  7.68158E-03,  8.59890E-03,  9.37451E-03,  9.99929E-03,  1.04690E-02,  1.07848E-02,  1.09530E-02,  1.09851E-02,  1.08958E-02,  1.07027E-02,  1.04245E-02,  1.00800E-02,  9.68678E-03,  9.26107E-03,  8.81679E-03,  8.36568E-03,  7.91715E-03,  7.47856E-03,  7.05533E-03,  6.65126E-03,  6.26884E-03,  5.90942E-03,  5.57353E-03,  5.26104E-03,  4.97135E-03,  4.70353E-03,  4.45642E-03,  4.22873E-03,  4.01911E-03,  3.82621E-03,  3.64867E-03,  3.48521E-03,  3.33460E-03,  3.19568E-03,  3.06740E-03,  2.94875E-03,  2.83884E-03,  2.73685E-03,  2.64203E-03,  2.55369E-03,
