 -8.91531E-03, -9.12348E-03, -9.33428E-03, -9.54732E-03, -9.76220E-03, -9.97842E-03, -1.01954E-02, -1.04126E-02, -1.06293E-02, -1.08447E-02, -1.10579E-02, -1.12680E-02, -1.14739E-02, -1.16746E-02, -1.18687E-02, -1.20549E-02, -1.22317E-02, -1.23977E-02, -1.25510E-02, -1.26901E-02, -1.28129E-02, -1.29176E-02, -1.30023E-02, -1.30647E-02, -1.31030E-02, -1.31149E-02, -1.30986E-02, -1.30520E-02, -1.29734E-02, -1.28610E-02, -1.27136E-02, -1.25299E-02, -1.23090E-02, -1.20504E-02, -1.17541E-02, -1.14202E-02, -1.10494E-02, -1.06428E-02, -1.02019E-02, -9.72850E-03, -9.22489E-03, -8.69359E-03, -8.13739E-03, -7.55935E-03, -6.96271E-03, -6.35088E-03, -5.72737E-03, -5.09582E-03, -4.45992E-03, -3.82342E-03, -3.19009E-03, -2.56375E-03, -1.94816E-03, -1.34707E-03, -7.64149E-04, -2.02943E-04,  3.33185E-04,  8.41108E-04,  1.31801E-03,  1.76144E-03,  2.16942E-03,  2.54042E-03,  2.87349E-03,  3.16823E-03,  3.42480E-03,  3.64393E-03,  3.82685E-03,  3.97526E-03,  4.09121E-03,  4.17710E-03,  4.23552E-03,  4.26919E-03,  4.28092E-03,  4.27344E-03,  4.24946E-03,  4.21151E-03,  4.16198E-03,  4.10304E-03,  4.03667E-03,  3.96461E-03,  3.88841E-03,  3.80939E-03,  3.72868E-03,  3.64723E-03,  3.56581E-03,  3.48507E-03,  3.40551E-03,  3.32753E-03,  3.25140E-03,  3.17736E-03,  3.10553E-03,  3.03602E-03,  2.96885E-03,  2.90404E-03,  2.84156E-03,  2.78137E-03,  2.72339E-03,  2.66756E-03,  2.61379E-03,
 -9.15073E-03, -9.37221E-03, -9.59696E-03, -9.82462E-03, -1.00548E-02, -1.02869E-02, -1.05206E-02, -1.07550E-02, -1.09896E-02, -1.12235E-02, -1.14559E-02, -1.16857E-02, -1.19118E-02, -1.21330E-02, -1.23481E-02, -1.25555E-02, -1.27537E-02, -1.29410E-02, -1.31156E-02, -1.32755E-02, -1.34187E-02, -1.35430E-02, -1.36461E-02, -1.37259E-02, -1.37798E-02, -1.38055E-02, -1.38007E-02, -1.37630E-02, -1.36904E-02, -1.35808E-02, -1.34324E-02, -1.32440E-02, -1.30143E-02, -1.27426E-02, -1.24287E-02, -1.20729E-02, -1.16757E-02, -1.12384E-02, -1.07626E-02, -1.02504E-02, -9.70437E-03, -9.12730E-03, -8.52239E-03, -7.89307E-03, -7.24300E-03, -6.57598E-03, -5.89596E-03, -5.20696E-03, -4.51311E-03, -3.81856E-03, -3.12754E-03, -2.44427E-03, -1.77301E-03, -1.11799E-03, -4.83367E-04,  1.26793E-04,  7.08607E-04,  1.25845E-03,  1.77302E-03,  2.24947E-03,  2.68545E-03,  3.07921E-03,  3.42964E-03,  3.73634E-03,  3.99957E-03,  4.22029E-03,  4.40007E-03,  4.54103E-03,  4.64574E-03,  4.71712E-03,  4.75835E-03,  4.77273E-03,  4.76357E-03,  4.73416E-03,  4.68764E-03,  4.62696E-03,  4.55484E-03,  4.47375E-03,  4.38588E-03,  4.29316E-03,  4.19725E-03,  4.09956E-03,  4.00126E-03,  3.90332E-03,  3.80651E-03,  3.71144E-03,  3.61857E-03,  3.52826E-03,  3.44073E-03,  3.35615E-03,  3.27460E-03,  3.19609E-03,  3.12063E-03,  3.04815E-03,  2.97858E-03,  2.91182E-03,  2.84775E-03,  2.78627E-03,  2.72725E-03,
 -9.39070E-03, -9.62620E-03, -9.86569E-03, -1.01088E-02, -1.03552E-02, -1.06044E-02, -1.08558E-02, -1.11087E-02, -1.13626E-02, -1.16165E-02, -1.18696E-02, -1.21207E-02, -1.23688E-02, -1.26126E-02, -1.28507E-02, -1.30815E-02, -1.33034E-02, -1.35145E-02, -1.37129E-02, -1.38963E-02, -1.40626E-02, -1.42093E-02, -1.43339E-02, -1.44337E-02, -1.45061E-02, -1.45483E-02, -1.45576E-02, -1.45312E-02, -1.44666E-02, -1.43615E-02, -1.42136E-02, -1.40212E-02, -1.37829E-02, -1.34978E-02, -1.31654E-02, -1.27859E-02, -1.23601E-02, -1.18891E-02, -1.13749E-02, -1.08197E-02, -1.02266E-02, -9.59863E-03, -8.93951E-03, -8.25309E-03, -7.54350E-03, -6.81499E-03, -6.07198E-03, -5.31895E-03, -4.56046E-03, -3.80113E-03, -3.04564E-03, -2.29872E-03, -1.56512E-03, -8.49619E-04, -1.56966E-04,  5.08171E-04,  1.14129E-03,  1.73814E-03,  2.29484E-03,  2.80802E-03,  3.27488E-03,  3.69335E-03,  4.06215E-03,  4.38084E-03,  4.64984E-03,  4.87037E-03,  5.04445E-03,  5.17474E-03,  5.26444E-03,  5.31718E-03,  5.33681E-03,  5.32733E-03,  5.29275E-03,  5.23694E-03,  5.16358E-03,  5.07610E-03,  4.97760E-03,  4.87087E-03,  4.75833E-03,  4.64209E-03,  4.52391E-03,  4.40528E-03,  4.28740E-03,  4.17122E-03,  4.05750E-03,  3.94679E-03,  3.83949E-03,  3.73588E-03,  3.63612E-03,  3.54030E-03,  3.44840E-03,  3.36040E-03,  3.27619E-03,  3.19567E-03,  3.11868E-03,  3.04507E-03,  2.97468E-03,  2.90734E-03,  2.84288E-03,
 -9.63494E-03, -9.88520E-03, -1.01402E-02, -1.03998E-02, -1.06634E-02, -1.09306E-02, -1.12009E-02, -1.14737E-02, -1.17483E-02, -1.20237E-02, -1.22992E-02, -1.25735E-02, -1.28456E-02, -1.31140E-02, -1.33774E-02, -1.36341E-02, -1.38822E-02, -1.41198E-02, -1.43448E-02, -1.45548E-02, -1.47473E-02, -1.49196E-02, -1.50689E-02, -1.51922E-02, -1.52864E-02, -1.53483E-02, -1.53747E-02, -1.53624E-02, -1.53085E-02, -1.52099E-02, -1.50641E-02, -1.48689E-02, -1.46225E-02, -1.43237E-02, -1.39718E-02, -1.35670E-02, -1.31099E-02, -1.26019E-02, -1.20452E-02, -1.14424E-02, -1.07968E-02, -1.01122E-02, -9.39255E-03, -8.64241E-03, -7.86638E-03, -7.06926E-03, -6.25595E-03, -5.43144E-03, -4.60077E-03, -3.76904E-03, -2.94142E-03, -2.12315E-03, -1.31957E-03, -5.36056E-04,  2.21969E-04,  9.49117E-04,  1.64013E-03,  2.29000E-03,  2.89411E-03,  3.44839E-03,  3.94950E-03,  4.39494E-03,  4.78320E-03,  5.11378E-03,  5.38727E-03,  5.60529E-03,  5.77039E-03,  5.88594E-03,  5.95594E-03,  5.98487E-03,  5.97749E-03,  5.93866E-03,  5.87317E-03,  5.78564E-03,  5.68039E-03,  5.56137E-03,  5.43212E-03,  5.29576E-03,  5.15497E-03,  5.01200E-03,  4.86874E-03,  4.72670E-03,  4.58709E-03,  4.45083E-03,  4.31860E-03,  4.19088E-03,  4.06799E-03,  3.95010E-03,  3.83728E-03,  3.72950E-03,  3.62667E-03,  3.52867E-03,  3.43529E-03,  3.34636E-03,  3.26165E-03,  3.18094E-03,  3.10400E-03,  3.03061E-03,  2.96055E-03,
 -9.88313E-03, -1.01489E-02, -1.04203E-02, -1.06971E-02, -1.09790E-02, -1.12654E-02, -1.15560E-02, -1.18499E-02, -1.21467E-02, -1.24453E-02, -1.27449E-02, -1.30444E-02, -1.33425E-02, -1.36379E-02, -1.39290E-02, -1.42141E-02, -1.44913E-02, -1.47584E-02, -1.50132E-02, -1.52531E-02, -1.54753E-02, -1.56769E-02, -1.58547E-02, -1.60052E-02, -1.61251E-02, -1.62105E-02, -1.62577E-02, -1.62631E-02, -1.62229E-02, -1.61336E-02, -1.59921E-02, -1.57956E-02, -1.55419E-02, -1.52293E-02, -1.48569E-02, -1.44248E-02, -1.39336E-02, -1.33849E-02, -1.27811E-02, -1.21252E-02, -1.14211E-02, -1.06731E-02, -9.88584E-03, -9.06443E-03, -8.21411E-03, -7.34029E-03, -6.44842E-03, -5.54404E-03, -4.63267E-03, -3.71992E-03, -2.81146E-03, -1.91310E-03, -1.03076E-03, -1.70523E-04,  6.61430E-04,  1.45885E-03,  2.21557E-03,  2.92561E-03,  3.58342E-03,  4.18406E-03,  4.72344E-03,  5.19849E-03,  5.60738E-03,  5.94956E-03,  6.22583E-03,  6.43828E-03,  6.59018E-03,  6.68581E-03,  6.73020E-03,  6.72894E-03,  6.68789E-03,  6.61298E-03,  6.51000E-03,  6.38442E-03,  6.24131E-03,  6.08523E-03,  5.92020E-03,  5.74968E-03,  5.57660E-03,  5.40337E-03,  5.23193E-03,  5.06381E-03,  4.90017E-03,  4.74186E-03,  4.58946E-03,  4.44334E-03,  4.30367E-03,  4.17052E-03,  4.04381E-03,  3.92339E-03,  3.80906E-03,  3.70057E-03,  3.59764E-03,  3.49997E-03,  3.40726E-03,  3.31921E-03,  3.23552E-03,  3.15592E-03,  3.08011E-03,
 -1.01349E-02, -1.04169E-02, -1.07056E-02, -1.10007E-02, -1.13018E-02, -1.16086E-02, -1.19206E-02, -1.22372E-02, -1.25577E-02, -1.28812E-02, -1.32069E-02, -1.35336E-02, -1.38600E-02, -1.41848E-02, -1.45063E-02, -1.48227E-02, -1.51320E-02, -1.54319E-02, -1.57200E-02, -1.59936E-02, -1.62494E-02, -1.64845E-02, -1.66950E-02, -1.68773E-02, -1.70273E-02, -1.71407E-02, -1.72132E-02, -1.72404E-02, -1.72178E-02, -1.71412E-02, -1.70068E-02, -1.68110E-02, -1.65511E-02, -1.62249E-02, -1.58312E-02, -1.53698E-02, -1.48413E-02, -1.42476E-02, -1.35913E-02, -1.28762E-02, -1.21066E-02, -1.12874E-02, -1.04243E-02, -9.52296E-03, -8.58940E-03, -7.62971E-03, -6.64997E-03, -5.65623E-03, -4.65458E-03, -3.65109E-03, -2.65195E-03, -1.66351E-03, -6.92337E-04,  2.54741E-04,  1.17065E-03,  2.04812E-03,  2.87986E-03,  3.65868E-03,  4.37781E-03,  5.03118E-03,  5.61368E-03,  6.12151E-03,  6.55236E-03,  6.90559E-03,  7.18228E-03,  7.38515E-03,  7.51842E-03,  7.58753E-03,  7.59887E-03,  7.55943E-03,  7.47650E-03,  7.35732E-03,  7.20887E-03,  7.03769E-03,  6.84969E-03,  6.65013E-03,  6.44353E-03,  6.23372E-03,  6.02384E-03,  5.81642E-03,  5.61343E-03,  5.41636E-03,  5.22626E-03,  5.04386E-03,  4.86958E-03,  4.70363E-03,  4.54602E-03,  4.39663E-03,  4.25523E-03,  4.12152E-03,  3.99515E-03,  3.87574E-03,  3.76289E-03,  3.65618E-03,  3.55523E-03,  3.45964E-03,  3.36904E-03,  3.28307E-03,  3.20140E-03,
 -1.03898E-02, -1.06888E-02, -1.09956E-02, -1.13099E-02, -1.16314E-02, -1.19598E-02, -1.22946E-02, -1.26353E-02, -1.29812E-02, -1.33314E-02, -1.36852E-02, -1.40412E-02, -1.43984E-02, -1.47551E-02, -1.51098E-02, -1.54606E-02, -1.58054E-02, -1.61418E-02, -1.64671E-02, -1.67784E-02, -1.70724E-02, -1.73456E-02, -1.75938E-02, -1.78130E-02, -1.79984E-02, -1.81452E-02, -1.82482E-02, -1.83023E-02, -1.83021E-02, -1.82425E-02, -1.81187E-02, -1.79264E-02, -1.76620E-02, -1.73227E-02, -1.69068E-02, -1.64139E-02, -1.58446E-02, -1.52010E-02, -1.44862E-02, -1.37046E-02, -1.28612E-02, -1.19620E-02, -1.10135E-02, -1.00223E-02, -8.99528E-03, -7.93931E-03, -6.86115E-03, -5.76743E-03, -4.66471E-03, -3.55954E-03, -2.45858E-03, -1.36869E-03, -2.97084E-04,  7.48592E-04,  1.76026E-03,  2.72944E-03,  3.64742E-03,  4.50550E-03,  5.29531E-03,  6.00924E-03,  6.64085E-03,  7.18528E-03,  7.63960E-03,  8.00302E-03,  8.27696E-03,  8.46498E-03,  8.57255E-03,  8.60669E-03,  8.57554E-03,  8.48793E-03,  8.35291E-03,  8.17941E-03,  7.97587E-03,  7.75007E-03,  7.50891E-03,  7.25840E-03,  7.00361E-03,  6.74870E-03,  6.49701E-03,  6.25111E-03,  6.01294E-03,  5.78386E-03,  5.56476E-03,  5.35616E-03,  5.15828E-03,  4.97108E-03,  4.79437E-03,  4.62781E-03,  4.47097E-03,  4.32337E-03,  4.18447E-03,  4.05375E-03,  3.93066E-03,  3.81467E-03,  3.70526E-03,  3.60197E-03,  3.50431E-03,  3.41186E-03,  3.32423E-03,
 -1.06473E-02, -1.09641E-02, -1.12899E-02, -1.16243E-02, -1.19673E-02, -1.23185E-02, -1.26776E-02, -1.30439E-02, -1.34169E-02, -1.37957E-02, -1.41796E-02, -1.45674E-02, -1.49577E-02, -1.53493E-02, -1.57403E-02, -1.61288E-02, -1.65127E-02, -1.68895E-02, -1.72563E-02, -1.76100E-02, -1.79470E-02, -1.82636E-02, -1.85552E-02, -1.88171E-02, -1.90441E-02, -1.92305E-02, -1.93705E-02, -1.94577E-02, -1.94858E-02, -1.94486E-02, -1.93401E-02, -1.91549E-02, -1.88883E-02, -1.85369E-02, -1.80982E-02, -1.75714E-02, -1.69573E-02, -1.62582E-02, -1.54777E-02, -1.46210E-02, -1.36944E-02, -1.27047E-02, -1.16597E-02, -1.05672E-02, -9.43502E-03, -8.27096E-03, -7.08249E-03, -5.87684E-03, -4.66100E-03, -3.44190E-03, -2.22656E-03, -1.02229E-03,  1.63082E-04,  1.32108E-03,  2.44248E-03,  3.51737E-03,  4.53528E-03,  5.48552E-03,  6.35764E-03,  7.14195E-03,  7.83016E-03,  8.41596E-03,  8.89551E-03,  9.26780E-03,  9.53470E-03,  9.70091E-03,  9.77359E-03,  9.76185E-03,  9.67616E-03,  9.52774E-03,  9.32796E-03,  9.08780E-03,  8.81751E-03,  8.52631E-03,  8.22225E-03,  7.91215E-03,  7.60161E-03,  7.29510E-03,  6.99605E-03,  6.70702E-03,  6.42978E-03,  6.16548E-03,  5.91476E-03,  5.67783E-03,  5.45462E-03,  5.24481E-03,  5.04791E-03,  4.86331E-03,  4.69035E-03,  4.52831E-03,  4.37648E-03,  4.23411E-03,  4.10053E-03,  3.97505E-03,  3.85705E-03,  3.74592E-03,  3.64111E-03,  3.54210E-03,  3.44843E-03,
 -1.09069E-02, -1.12423E-02, -1.15878E-02, -1.19434E-02, -1.23090E-02, -1.26843E-02, -1.30689E-02, -1.34625E-02, -1.38643E-02, -1.42738E-02, -1.46900E-02, -1.51119E-02, -1.55382E-02, -1.59675E-02, -1.63980E-02, -1.68278E-02, -1.72547E-02, -1.76761E-02, -1.80891E-02, -1.84903E-02, -1.88760E-02, -1.92418E-02, -1.95832E-02, -1.98947E-02, -2.01705E-02, -2.04040E-02, -2.05885E-02, -2.07164E-02, -2.07801E-02, -2.07721E-02, -2.06849E-02, -2.05116E-02, -2.02462E-02, -1.98842E-02, -1.94223E-02, -1.88593E-02, -1.81959E-02, -1.74346E-02, -1.65800E-02, -1.56382E-02, -1.46169E-02, -1.35245E-02, -1.23701E-02, -1.11629E-02, -9.91212E-03, -8.62654E-03, -7.31440E-03, -5.98347E-03, -4.64110E-03, -3.29441E-03, -1.95063E-03, -6.17334E-04,  6.97144E-04,  1.98350E-03,  3.23128E-03,  4.42883E-03,  5.56350E-03,  6.62203E-03,  7.59114E-03,  8.45833E-03,  9.21271E-03,  9.84593E-03,  1.03529E-02,  1.07321E-02,  1.09862E-02,  1.11213E-02,  1.11470E-02,  1.10751E-02,  1.09195E-02,  1.06942E-02,  1.04138E-02,  1.00918E-02,  9.74059E-03,  9.37114E-03,  8.99276E-03,  8.61309E-03,  8.23824E-03,  7.87287E-03,  7.52041E-03,  7.18324E-03,  6.86284E-03,  6.56002E-03,  6.27502E-03,  6.00766E-03,  5.75747E-03,  5.52375E-03,  5.30565E-03,  5.10225E-03,  4.91258E-03,  4.73567E-03,  4.57055E-03,  4.41630E-03,  4.27204E-03,  4.13694E-03,  4.01023E-03,  3.89119E-03,  3.77917E-03,  3.67356E-03,  3.57382E-03,
 -1.11679E-02, -1.15225E-02, -1.18888E-02, -1.22665E-02, -1.26558E-02, -1.30565E-02, -1.34681E-02, -1.38905E-02, -1.43231E-02, -1.47652E-02, -1.52160E-02, -1.56745E-02, -1.61396E-02, -1.66097E-02, -1.70832E-02, -1.75582E-02, -1.80323E-02, -1.85029E-02, -1.89671E-02, -1.94214E-02, -1.98617E-02, -2.02836E-02, -2.06820E-02, -2.10509E-02, -2.13838E-02, -2.16733E-02, -2.19114E-02, -2.20892E-02, -2.21978E-02, -2.22275E-02, -2.21692E-02, -2.20142E-02, -2.17547E-02, -2.13845E-02, -2.08996E-02, -2.02978E-02, -1.95797E-02, -1.87485E-02, -1.78097E-02, -1.67709E-02, -1.56414E-02, -1.44315E-02, -1.31524E-02, -1.18150E-02, -1.04302E-02, -9.00782E-03, -7.55702E-03, -6.08600E-03, -4.60228E-03, -3.11293E-03, -1.62506E-03, -1.46240E-04,  1.31494E-03,  2.74845E-03,  4.14249E-03,  5.48341E-03,  6.75579E-03,  7.94301E-03,  9.02797E-03,  9.99425E-03,  1.08273E-02,  1.15158E-02,  1.20528E-02,  1.24363E-02,  1.26696E-02,  1.27612E-02,  1.27237E-02,  1.25732E-02,  1.23275E-02,  1.20050E-02,  1.16240E-02,  1.12014E-02,  1.07521E-02,  1.02891E-02,  9.82302E-03,  9.36234E-03,  8.91353E-03,  8.48130E-03,  8.06889E-03,  7.67828E-03,  7.31050E-03,  6.96582E-03,  6.64393E-03,  6.34412E-03,  6.06541E-03,  5.80661E-03,  5.56644E-03,  5.34360E-03,  5.13677E-03,  4.94465E-03,  4.76603E-03,  4.59974E-03,  4.44471E-03,  4.29992E-03,  4.16447E-03,  4.03750E-03,  3.91825E-03,  3.80603E-03,  3.70022E-03,
