 -5.76820E-03, -5.97382E-03, -6.18694E-03, -6.40767E-03, -6.63611E-03, -6.87233E-03, -7.11633E-03, -7.36810E-03, -7.62756E-03, -7.89458E-03, -8.16896E-03, -8.45043E-03, -8.73863E-03, -9.03311E-03, -9.33331E-03, -9.63856E-03, -9.94807E-03, -1.02609E-02, -1.05760E-02, -1.08922E-02, -1.12081E-02, -1.15221E-02, -1.18326E-02, -1.21377E-02, -1.24355E-02, -1.27237E-02, -1.30002E-02, -1.32626E-02, -1.35083E-02, -1.37349E-02, -1.39399E-02, -1.41207E-02, -1.42748E-02, -1.44000E-02, -1.44939E-02, -1.45547E-02, -1.45806E-02, -1.45701E-02, -1.45222E-02, -1.44362E-02, -1.43117E-02, -1.41489E-02, -1.39484E-02, -1.37112E-02, -1.34387E-02, -1.31327E-02, -1.27955E-02, -1.24296E-02, -1.20380E-02, -1.16235E-02, -1.11896E-02, -1.07396E-02, -1.02768E-02, -9.80481E-03, -9.32690E-03, -8.84640E-03, -8.36642E-03, -7.88994E-03, -7.41970E-03, -6.95820E-03, -6.50770E-03, -6.07018E-03, -5.64733E-03, -5.24059E-03, -4.85110E-03, -4.47974E-03, -4.12713E-03, -3.79366E-03, -3.47950E-03, -3.18461E-03, -2.90877E-03, -2.65161E-03, -2.41262E-03, -2.19120E-03, -1.98664E-03, -1.79816E-03, -1.62495E-03, -1.46616E-03, -1.32092E-03, -1.18836E-03, -1.06761E-03, -9.57823E-04, -8.58185E-04, -7.67903E-04, -6.86223E-04, -6.12429E-04, -5.45846E-04, -4.85842E-04,
 -5.83224E-03, -6.04481E-03, -6.26545E-03, -6.49433E-03, -6.73158E-03, -6.97730E-03, -7.23156E-03, -7.49436E-03, -7.76568E-03, -8.04543E-03, -8.33344E-03, -8.62947E-03, -8.93319E-03, -9.24418E-03, -9.56189E-03, -9.88566E-03, -1.02147E-02, -1.05480E-02, -1.08846E-02, -1.12231E-02, -1.15621E-02, -1.19000E-02, -1.22350E-02, -1.25651E-02, -1.28881E-02, -1.32017E-02, -1.35033E-02, -1.37904E-02, -1.40602E-02, -1.43099E-02, -1.45366E-02, -1.47375E-02, -1.49097E-02, -1.50506E-02, -1.51576E-02, -1.52285E-02, -1.52612E-02, -1.52541E-02, -1.52058E-02, -1.51156E-02, -1.49830E-02, -1.48082E-02, -1.45917E-02, -1.43349E-02, -1.40392E-02, -1.37067E-02, -1.33401E-02, -1.29421E-02, -1.25161E-02, -1.20656E-02, -1.15941E-02, -1.11056E-02, -1.06039E-02, -1.00928E-02, -9.57609E-03, -9.05749E-03, -8.54046E-03, -8.02825E-03, -7.52388E-03, -7.03008E-03, -6.54929E-03, -6.08363E-03, -5.63490E-03, -5.20461E-03, -4.79391E-03, -4.40369E-03, -4.03453E-03, -3.68675E-03, -3.36041E-03, -3.05539E-03, -2.77132E-03, -2.50772E-03, -2.26392E-03, -2.03917E-03, -1.83260E-03, -1.64331E-03, -1.47033E-03, -1.31267E-03, -1.16933E-03, -1.03932E-03, -9.21667E-04, -8.15418E-04, -7.19663E-04, -6.33530E-04, -5.56192E-04, -4.86871E-04, -4.24837E-04, -3.69410E-04,
 -5.89192E-03, -6.11139E-03, -6.33954E-03, -6.57657E-03, -6.82266E-03, -7.07796E-03, -7.34258E-03, -7.61657E-03, -7.89996E-03, -8.19270E-03, -8.49467E-03, -8.80568E-03, -9.12542E-03, -9.45351E-03, -9.78942E-03, -1.01325E-02, -1.04820E-02, -1.08369E-02, -1.11961E-02, -1.15582E-02, -1.19219E-02, -1.22853E-02, -1.26465E-02, -1.30034E-02, -1.33536E-02, -1.36946E-02, -1.40237E-02, -1.43378E-02, -1.46340E-02, -1.49090E-02, -1.51597E-02, -1.53829E-02, -1.55752E-02, -1.57337E-02, -1.58554E-02, -1.59376E-02, -1.59781E-02, -1.59749E-02, -1.59264E-02, -1.58317E-02, -1.56903E-02, -1.55022E-02, -1.52683E-02, -1.49897E-02, -1.46683E-02, -1.43066E-02, -1.39073E-02, -1.34739E-02, -1.30101E-02, -1.25197E-02, -1.20070E-02, -1.14762E-02, -1.09318E-02, -1.03781E-02, -9.81922E-03, -9.25933E-03, -8.70226E-03, -8.15160E-03, -7.61066E-03, -7.08241E-03, -6.56949E-03, -6.07416E-03, -5.59833E-03, -5.14355E-03, -4.71101E-03, -4.30155E-03, -3.91571E-03, -3.55372E-03, -3.21554E-03, -2.90089E-03, -2.60927E-03, -2.34002E-03, -2.09232E-03, -1.86522E-03, -1.65772E-03, -1.46871E-03, -1.29707E-03, -1.14167E-03, -1.00135E-03, -8.74997E-04, -7.61508E-04, -6.59828E-04, -5.68946E-04, -4.87905E-04, -4.15803E-04, -3.51795E-04, -2.95098E-04, -2.44984E-04,
 -5.94673E-03, -6.17301E-03, -6.40860E-03, -6.65374E-03, -6.90866E-03, -7.17355E-03, -7.44858E-03, -7.73387E-03, -8.02948E-03, -8.33542E-03, -8.65163E-03, -8.97796E-03, -9.31416E-03, -9.65988E-03, -1.00146E-02, -1.03778E-02, -1.07486E-02, -1.11260E-02, -1.15090E-02, -1.18962E-02, -1.22859E-02, -1.26764E-02, -1.30657E-02, -1.34514E-02, -1.38309E-02, -1.42016E-02, -1.45603E-02, -1.49039E-02, -1.52289E-02, -1.55318E-02, -1.58090E-02, -1.60567E-02, -1.62714E-02, -1.64495E-02, -1.65876E-02, -1.66827E-02, -1.67320E-02, -1.67333E-02, -1.66847E-02, -1.65852E-02, -1.64340E-02, -1.62314E-02, -1.59780E-02, -1.56753E-02, -1.53255E-02, -1.49313E-02, -1.44960E-02, -1.40234E-02, -1.35177E-02, -1.29834E-02, -1.24254E-02, -1.18483E-02, -1.12573E-02, -1.06571E-02, -1.00524E-02, -9.44784E-03, -8.84760E-03, -8.25567E-03, -7.67566E-03, -7.11079E-03, -6.56390E-03, -6.03741E-03, -5.53333E-03, -5.05324E-03, -4.59834E-03, -4.16944E-03, -3.76699E-03, -3.39111E-03, -3.04163E-03, -2.71808E-03, -2.41981E-03, -2.14595E-03, -1.89548E-03, -1.66727E-03, -1.46009E-03, -1.27267E-03, -1.10370E-03, -9.51861E-04, -8.15856E-04, -6.94412E-04, -5.86302E-04, -4.90352E-04, -4.05449E-04, -3.30545E-04, -2.64660E-04, -2.06885E-04, -1.56380E-04, -1.12374E-04,
 -5.99611E-03, -6.22908E-03, -6.47199E-03, -6.72514E-03, -6.98881E-03, -7.26326E-03, -7.54869E-03, -7.84530E-03, -8.15321E-03, -8.47249E-03, -8.80314E-03, -9.14507E-03, -9.49810E-03, -9.86191E-03, -1.02361E-02, -1.06200E-02, -1.10129E-02, -1.14139E-02, -1.18218E-02, -1.22352E-02, -1.26525E-02, -1.30717E-02, -1.34908E-02, -1.39072E-02, -1.43183E-02, -1.47209E-02, -1.51118E-02, -1.54874E-02, -1.58439E-02, -1.61773E-02, -1.64835E-02, -1.67584E-02, -1.69978E-02, -1.71976E-02, -1.73541E-02, -1.74635E-02, -1.75228E-02, -1.75292E-02, -1.74807E-02, -1.73759E-02, -1.72140E-02, -1.69951E-02, -1.67201E-02, -1.63907E-02, -1.60093E-02, -1.55791E-02, -1.51038E-02, -1.45878E-02, -1.40359E-02, -1.34534E-02, -1.28455E-02, -1.22178E-02, -1.15759E-02, -1.09251E-02, -1.02708E-02, -9.61798E-03, -8.97135E-03, -8.33526E-03, -7.71364E-03, -7.11000E-03, -6.52737E-03, -5.96833E-03, -5.43496E-03, -4.92891E-03, -4.45134E-03, -4.00300E-03, -3.58425E-03, -3.19505E-03, -2.83506E-03, -2.50363E-03, -2.19988E-03, -1.92271E-03, -1.67089E-03, -1.44304E-03, -1.23772E-03, -1.05344E-03, -8.88667E-04, -7.41912E-04, -6.11696E-04, -4.96591E-04, -3.95228E-04, -3.06309E-04, -2.28612E-04, -1.60997E-04, -1.02406E-04, -5.18643E-05, -8.47846E-06,  2.85668E-05,
 -6.03950E-03, -6.27898E-03, -6.52904E-03, -6.79005E-03, -7.06234E-03, -7.34622E-03, -7.64198E-03, -7.94986E-03, -8.27007E-03, -8.60275E-03, -8.94796E-03, -9.30568E-03, -9.67579E-03, -1.00581E-02, -1.04521E-02, -1.08574E-02, -1.12732E-02, -1.16985E-02, -1.21324E-02, -1.25732E-02, -1.30194E-02, -1.34690E-02, -1.39197E-02, -1.43689E-02, -1.48136E-02, -1.52506E-02, -1.56761E-02, -1.60863E-02, -1.64770E-02, -1.68437E-02, -1.71818E-02, -1.74866E-02, -1.77532E-02, -1.79771E-02, -1.81538E-02, -1.82792E-02, -1.83496E-02, -1.83618E-02, -1.83134E-02, -1.82026E-02, -1.80288E-02, -1.77918E-02, -1.74928E-02, -1.71336E-02, -1.67171E-02, -1.62468E-02, -1.57271E-02, -1.51632E-02, -1.45604E-02, -1.39247E-02, -1.32622E-02, -1.25792E-02, -1.18818E-02, -1.11762E-02, -1.04683E-02, -9.76359E-03, -9.06727E-03, -8.38411E-03, -7.71840E-03, -7.07390E-03, -6.45387E-03, -5.86103E-03, -5.29755E-03, -4.76509E-03, -4.26479E-03, -3.79730E-03, -3.36284E-03, -2.96121E-03, -2.59184E-03, -2.25387E-03, -1.94614E-03, -1.66731E-03, -1.41586E-03, -1.19016E-03, -9.88508E-04, -8.09164E-04, -6.50388E-04, -5.10463E-04, -3.87724E-04, -2.80572E-04, -1.87490E-04, -1.07049E-04, -3.79147E-05,  2.11461E-05,  7.12696E-05,  1.13494E-04,  1.48765E-04,  1.77936E-04,
 -6.07634E-03, -6.32208E-03, -6.57906E-03, -6.84770E-03, -7.12839E-03, -7.42152E-03, -7.72744E-03, -8.04648E-03, -8.37889E-03, -8.72491E-03, -9.08469E-03, -9.45827E-03, -9.84563E-03, -1.02466E-02, -1.06609E-02, -1.10880E-02, -1.15272E-02, -1.19778E-02, -1.24384E-02, -1.29079E-02, -1.33843E-02, -1.38658E-02, -1.43498E-02, -1.48336E-02, -1.53142E-02, -1.57878E-02, -1.62506E-02, -1.66981E-02, -1.71259E-02, -1.75287E-02, -1.79015E-02, -1.82389E-02, -1.85355E-02, -1.87858E-02, -1.89849E-02, -1.91278E-02, -1.92104E-02, -1.92288E-02, -1.91804E-02, -1.90630E-02, -1.88756E-02, -1.86184E-02, -1.82925E-02, -1.79000E-02, -1.74443E-02, -1.69295E-02, -1.63607E-02, -1.57438E-02, -1.50849E-02, -1.43909E-02, -1.36687E-02, -1.29253E-02, -1.21678E-02, -1.14030E-02, -1.06374E-02, -9.87708E-03, -9.12781E-03, -8.39475E-03, -7.68255E-03, -6.99528E-03, -6.33638E-03, -5.70873E-03, -5.11457E-03, -4.55557E-03, -4.03279E-03, -3.54678E-03, -3.09759E-03, -2.68479E-03, -2.30757E-03, -1.96477E-03, -1.65496E-03, -1.37648E-03, -1.12749E-03, -9.06079E-04, -7.10237E-04, -5.37956E-04, -3.87240E-04, -2.56144E-04, -1.42797E-04, -4.54180E-05,  3.76696E-05,  1.08029E-04,  1.67107E-04,  2.16232E-04,  2.56616E-04,  2.89357E-04,  3.15446E-04,  3.35773E-04,
 -6.10601E-03, -6.35772E-03, -6.62132E-03, -6.89730E-03, -7.18612E-03, -7.48823E-03, -7.80405E-03, -8.13400E-03, -8.47842E-03, -8.83763E-03, -9.21185E-03, -9.60125E-03, -1.00059E-02, -1.04256E-02, -1.08603E-02, -1.13096E-02, -1.17727E-02, -1.22490E-02, -1.27373E-02, -1.32363E-02, -1.37441E-02, -1.42587E-02, -1.47777E-02, -1.52981E-02, -1.58165E-02, -1.63291E-02, -1.68315E-02, -1.73192E-02, -1.77867E-02, -1.82286E-02, -1.86391E-02, -1.90119E-02, -1.93410E-02, -1.96203E-02, -1.98437E-02, -2.00057E-02, -2.01014E-02, -2.01265E-02, -2.00776E-02, -1.99524E-02, -1.97497E-02, -1.94696E-02, -1.91134E-02, -1.86836E-02, -1.81842E-02, -1.76200E-02, -1.69968E-02, -1.63213E-02, -1.56008E-02, -1.48430E-02, -1.40557E-02, -1.32470E-02, -1.24245E-02, -1.15960E-02, -1.07687E-02, -9.94918E-03, -9.14382E-03, -8.35822E-03, -7.59738E-03, -6.86565E-03, -6.16672E-03, -5.50358E-03, -4.87853E-03, -4.29322E-03, -3.74864E-03, -3.24518E-03, -2.78268E-03, -2.36044E-03, -1.97736E-03, -1.63195E-03, -1.32241E-03, -1.04673E-03, -8.02735E-04, -5.88140E-04, -4.00621E-04, -2.37862E-04, -9.75867E-05,  2.23997E-05,  1.24191E-04,  2.09761E-04,  2.80950E-04,  3.39459E-04,  3.86847E-04,  4.24536E-04,  4.53807E-04,  4.75815E-04,  4.91590E-04,  5.02047E-04,
 -6.12794E-03, -6.38525E-03, -6.65510E-03, -6.93805E-03, -7.23462E-03, -7.54533E-03, -7.87071E-03, -8.21123E-03, -8.56733E-03, -8.93943E-03, -9.32785E-03, -9.73285E-03, -1.01546E-02, -1.05931E-02, -1.10482E-02, -1.15197E-02, -1.20070E-02, -1.25095E-02, -1.30259E-02, -1.35551E-02, -1.40953E-02, -1.46443E-02, -1.51996E-02, -1.57581E-02, -1.63163E-02, -1.68700E-02, -1.74145E-02, -1.79447E-02, -1.84548E-02, -1.89386E-02, -1.93894E-02, -1.98005E-02, -2.01647E-02, -2.04751E-02, -2.07247E-02, -2.09072E-02, -2.10168E-02, -2.10485E-02, -2.09984E-02, -2.08638E-02, -2.06433E-02, -2.03371E-02, -1.99466E-02, -1.94751E-02, -1.89269E-02, -1.83077E-02, -1.76244E-02, -1.68846E-02, -1.60966E-02, -1.52693E-02, -1.44115E-02, -1.35321E-02, -1.26400E-02, -1.17435E-02, -1.08506E-02, -9.96858E-03, -9.10430E-03, -8.26383E-03, -7.45254E-03, -6.67509E-03, -5.93537E-03, -5.23649E-03, -4.58081E-03, -3.96994E-03, -3.40476E-03, -2.88547E-03, -2.41163E-03, -1.98226E-03, -1.59587E-03, -1.25060E-03, -9.44233E-04, -6.74344E-04, -4.38345E-04, -2.33562E-04, -5.73024E-05,  9.30915E-05,  2.20200E-04,  3.26491E-04,  4.14294E-04,  4.85783E-04,  5.42967E-04,  5.87685E-04,  6.21607E-04,  6.46238E-04,  6.62927E-04,  6.72873E-04,  6.77135E-04,  6.76648E-04,
 -6.14151E-03, -6.40399E-03, -6.67965E-03, -6.96911E-03, -7.27297E-03, -7.59183E-03, -7.92628E-03, -8.27691E-03, -8.64424E-03, -9.02879E-03, -9.43099E-03, -9.85121E-03, -1.02897E-02, -1.07467E-02, -1.12221E-02, -1.17157E-02, -1.22272E-02, -1.27558E-02, -1.33008E-02, -1.38606E-02, -1.44338E-02, -1.50180E-02, -1.56107E-02, -1.62087E-02, -1.68083E-02, -1.74049E-02, -1.79936E-02, -1.85687E-02, -1.91238E-02, -1.96520E-02, -2.01458E-02, -2.05976E-02, -2.09992E-02, -2.13426E-02, -2.16199E-02, -2.18238E-02, -2.19474E-02, -2.19852E-02, -2.19325E-02, -2.17862E-02, -2.15448E-02, -2.12086E-02, -2.07793E-02, -2.02608E-02, -1.96581E-02, -1.89780E-02, -1.82283E-02, -1.74180E-02, -1.65566E-02, -1.56539E-02, -1.47202E-02, -1.37654E-02, -1.27992E-02, -1.18307E-02, -1.08689E-02, -9.92149E-03, -8.99596E-03, -8.09883E-03, -7.23584E-03, -6.41195E-03, -5.63124E-03, -4.89697E-03, -4.21154E-03, -3.57649E-03, -2.99256E-03, -2.45971E-03, -1.97721E-03, -1.54369E-03, -1.15724E-03, -8.15519E-04, -5.15860E-04, -2.55347E-04, -3.09234E-05,  1.60530E-04,  3.22117E-04,  4.56872E-04,  5.67708E-04,  6.57384E-04,  7.28476E-04,  7.83365E-04,  8.24228E-04,  8.53040E-04,  8.71573E-04,  8.81409E-04,  8.83950E-04,  8.80429E-04,  8.71925E-04,  8.59374E-04,
