  2.60115E-03,  2.63579E-03,  2.67052E-03,  2.70535E-03,  2.74032E-03,  2.77545E-03,  2.81080E-03,  2.84643E-03,  2.88243E-03,  2.91889E-03,  2.95592E-03,  2.99366E-03,  3.03227E-03,  3.07191E-03,  3.11277E-03,  3.15505E-03,  3.19894E-03,  3.24466E-03,  3.29241E-03,  3.34238E-03,  3.39473E-03,  3.44957E-03,  3.50698E-03,  3.56695E-03,  3.62938E-03,  3.69408E-03,  3.76072E-03,  3.82880E-03,  3.89769E-03,  3.96657E-03,  4.03442E-03,  4.10002E-03,  4.16198E-03,  4.21870E-03,  4.26842E-03,  4.30926E-03,  4.33923E-03,  4.35630E-03,  4.35843E-03,  4.34367E-03,  4.31021E-03,  4.25644E-03,  4.18099E-03,  4.08286E-03,  3.96137E-03,  3.81625E-03,  3.64764E-03,  3.45609E-03,  3.24253E-03,  3.00824E-03,  2.75482E-03,  2.48415E-03,  2.19829E-03,  1.89946E-03,  1.58999E-03,  1.27223E-03,  9.48511E-04,  6.21138E-04,  2.92318E-04, -3.58551E-05, -3.61420E-04, -6.82567E-04, -9.97645E-04, -1.30517E-03, -1.60382E-03, -1.89245E-03, -2.17007E-03, -2.43585E-03, -2.68910E-03, -2.92930E-03, -3.15605E-03, -3.36906E-03, -3.56818E-03, -3.75336E-03, -3.92466E-03, -4.08219E-03, -4.22620E-03, -4.35694E-03, -4.47477E-03, -4.58009E-03, -4.67333E-03, -4.75495E-03, -4.82547E-03, -4.88539E-03, -4.93526E-03, -4.97560E-03, -5.00696E-03, -5.02989E-03, -5.04491E-03, -5.05255E-03, -5.05332E-03, -5.04773E-03, -5.03625E-03,
  2.68625E-03,  2.72330E-03,  2.76047E-03,  2.79776E-03,  2.83521E-03,  2.87285E-03,  2.91074E-03,  2.94894E-03,  2.98754E-03,  3.02667E-03,  3.06645E-03,  3.10704E-03,  3.14861E-03,  3.19138E-03,  3.23558E-03,  3.28143E-03,  3.32921E-03,  3.37919E-03,  3.43163E-03,  3.48679E-03,  3.54492E-03,  3.60621E-03,  3.67082E-03,  3.73881E-03,  3.81017E-03,  3.88474E-03,  3.96225E-03,  4.04222E-03,  4.12400E-03,  4.20673E-03,  4.28930E-03,  4.37038E-03,  4.44839E-03,  4.52149E-03,  4.58767E-03,  4.64470E-03,  4.69024E-03,  4.72185E-03,  4.73710E-03,  4.73362E-03,  4.70919E-03,  4.66183E-03,  4.58989E-03,  4.49208E-03,  4.36758E-03,  4.21603E-03,  4.03758E-03,  3.83286E-03,  3.60298E-03,  3.34947E-03,  3.07426E-03,  2.77955E-03,  2.46779E-03,  2.14161E-03,  1.80370E-03,  1.45681E-03,  1.10364E-03,  7.46805E-04,  3.88828E-04,  3.20649E-05, -3.21292E-04, -6.69236E-04, -1.00995E-03, -1.34182E-03, -1.66343E-03, -1.97354E-03, -2.27111E-03, -2.55527E-03, -2.82535E-03, -3.08079E-03, -3.32122E-03, -3.54639E-03, -3.75620E-03, -3.95063E-03, -4.12979E-03, -4.29390E-03, -4.44322E-03, -4.57813E-03, -4.69903E-03, -4.80641E-03, -4.90078E-03, -4.98269E-03, -5.05271E-03, -5.11143E-03, -5.15947E-03, -5.19743E-03, -5.22592E-03, -5.24553E-03, -5.25687E-03, -5.26052E-03, -5.25703E-03, -5.24696E-03, -5.23082E-03,
  2.77429E-03,  2.81389E-03,  2.85363E-03,  2.89352E-03,  2.93357E-03,  2.97383E-03,  3.01435E-03,  3.05521E-03,  3.09652E-03,  3.13838E-03,  3.18097E-03,  3.22444E-03,  3.26903E-03,  3.31496E-03,  3.36251E-03,  3.41198E-03,  3.46369E-03,  3.51798E-03,  3.57520E-03,  3.63569E-03,  3.69981E-03,  3.76784E-03,  3.84003E-03,  3.91657E-03,  3.99751E-03,  4.08281E-03,  4.17223E-03,  4.26536E-03,  4.36155E-03,  4.45991E-03,  4.55925E-03,  4.65810E-03,  4.75469E-03,  4.84694E-03,  4.93250E-03,  5.00877E-03,  5.07296E-03,  5.12217E-03,  5.15345E-03,  5.16393E-03,  5.15090E-03,  5.11192E-03,  5.04493E-03,  4.94835E-03,  4.82114E-03,  4.66284E-03,  4.47359E-03,  4.25417E-03,  4.00589E-03,  3.73062E-03,  3.43065E-03,  3.10863E-03,  2.76747E-03,  2.41028E-03,  2.04021E-03,  1.66047E-03,  1.27417E-03,  8.84326E-04,  4.93789E-04,  1.05216E-04, -2.78947E-04, -6.56481E-04, -1.02540E-03, -1.38394E-03, -1.73059E-03, -2.06404E-03, -2.38319E-03, -2.68716E-03, -2.97525E-03, -3.24693E-03, -3.50186E-03, -3.73983E-03, -3.96078E-03, -4.16478E-03, -4.35199E-03, -4.52271E-03, -4.67730E-03, -4.81620E-03, -4.93992E-03, -5.04904E-03, -5.14415E-03, -5.22589E-03, -5.29492E-03, -5.35192E-03, -5.39758E-03, -5.43258E-03, -5.45760E-03, -5.47332E-03, -5.48040E-03, -5.47946E-03, -5.47113E-03, -5.45600E-03, -5.43464E-03,
  2.86542E-03,  2.90773E-03,  2.95019E-03,  2.99280E-03,  3.03559E-03,  3.07859E-03,  3.12187E-03,  3.16549E-03,  3.20958E-03,  3.25426E-03,  3.29970E-03,  3.34610E-03,  3.39372E-03,  3.44282E-03,  3.49373E-03,  3.54680E-03,  3.60244E-03,  3.66105E-03,  3.72308E-03,  3.78900E-03,  3.85924E-03,  3.93423E-03,  4.01435E-03,  4.09991E-03,  4.19109E-03,  4.28796E-03,  4.39039E-03,  4.49803E-03,  4.61028E-03,  4.72622E-03,  4.84461E-03,  4.96384E-03,  5.08194E-03,  5.19654E-03,  5.30492E-03,  5.40403E-03,  5.49057E-03,  5.56106E-03,  5.61192E-03,  5.63966E-03,  5.64093E-03,  5.61275E-03,  5.55254E-03,  5.45834E-03,  5.32882E-03,  5.16340E-03,  4.96226E-03,  4.72631E-03,  4.45717E-03,  4.15709E-03,  3.82886E-03,  3.47565E-03,  3.10097E-03,  2.70848E-03,  2.30192E-03,  1.88502E-03,  1.46139E-03,  1.03448E-03,  6.07531E-04,  1.83527E-04, -2.34809E-04, -6.45031E-04, -1.04497E-03, -1.43274E-03, -1.80670E-03, -2.16549E-03, -2.50797E-03, -2.83324E-03, -3.14061E-03, -3.42957E-03, -3.69983E-03, -3.95122E-03, -4.18376E-03, -4.39760E-03, -4.59299E-03, -4.77031E-03, -4.93003E-03, -5.07269E-03, -5.19890E-03, -5.30934E-03, -5.40471E-03, -5.48574E-03, -5.55321E-03, -5.60788E-03, -5.65052E-03, -5.68191E-03, -5.70281E-03, -5.71397E-03, -5.71611E-03, -5.70994E-03, -5.69612E-03, -5.67532E-03, -5.64814E-03,
  2.95981E-03,  3.00499E-03,  3.05033E-03,  3.09583E-03,  3.14151E-03,  3.18739E-03,  3.23355E-03,  3.28005E-03,  3.32701E-03,  3.37457E-03,  3.42292E-03,  3.47228E-03,  3.52292E-03,  3.57518E-03,  3.62941E-03,  3.68604E-03,  3.74554E-03,  3.80843E-03,  3.87525E-03,  3.94658E-03,  4.02302E-03,  4.10512E-03,  4.19344E-03,  4.28843E-03,  4.39046E-03,  4.49973E-03,  4.61627E-03,  4.73983E-03,  4.86989E-03,  5.00555E-03,  5.14553E-03,  5.28810E-03,  5.43106E-03,  5.57173E-03,  5.70698E-03,  5.83323E-03,  5.94655E-03,  6.04275E-03,  6.11752E-03,  6.16655E-03,  6.18575E-03,  6.17136E-03,  6.12022E-03,  6.02984E-03,  5.89856E-03,  5.72564E-03,  5.51129E-03,  5.25663E-03,  4.96365E-03,  4.63512E-03,  4.27442E-03,  3.88542E-03,  3.47233E-03,  3.03952E-03,  2.59142E-03,  2.13238E-03,  1.66659E-03,  1.19800E-03,  7.30273E-04,  2.66770E-04, -1.89494E-04, -6.35836E-04, -1.06991E-03, -1.48967E-03, -1.89342E-03, -2.27971E-03, -2.64738E-03, -2.99553E-03, -3.32349E-03, -3.63079E-03, -3.91720E-03, -4.18263E-03, -4.42718E-03, -4.65109E-03, -4.85472E-03, -5.03856E-03, -5.20319E-03, -5.34928E-03, -5.47756E-03, -5.58880E-03, -5.68385E-03, -5.76355E-03, -5.82877E-03, -5.88039E-03, -5.91929E-03, -5.94633E-03, -5.96236E-03, -5.96821E-03, -5.96468E-03, -5.95255E-03, -5.93255E-03, -5.90538E-03, -5.87172E-03,
  3.05765E-03,  3.10589E-03,  3.15429E-03,  3.20285E-03,  3.25158E-03,  3.30051E-03,  3.34968E-03,  3.39918E-03,  3.44911E-03,  3.49964E-03,  3.55094E-03,  3.60327E-03,  3.65694E-03,  3.71230E-03,  3.76978E-03,  3.82987E-03,  3.89312E-03,  3.96016E-03,  4.03165E-03,  4.10832E-03,  4.19091E-03,  4.28018E-03,  4.37685E-03,  4.48159E-03,  4.59499E-03,  4.71745E-03,  4.84918E-03,  4.99011E-03,  5.13984E-03,  5.29755E-03,  5.46193E-03,  5.63115E-03,  5.80280E-03,  5.97387E-03,  6.14074E-03,  6.29922E-03,  6.44464E-03,  6.57196E-03,  6.67592E-03,  6.75122E-03,  6.79279E-03,  6.79596E-03,  6.75675E-03,  6.67203E-03,  6.53971E-03,  6.35886E-03,  6.12972E-03,  5.85369E-03,  5.53327E-03,  5.17187E-03,  4.77366E-03,  4.34338E-03,  3.88609E-03,  3.40705E-03,  2.91150E-03,  2.40454E-03,  1.89103E-03,  1.37549E-03,  8.62069E-04,  3.54507E-04, -1.43861E-04, -6.30111E-04, -1.10171E-03, -1.55651E-03, -1.99269E-03, -2.40879E-03, -2.80363E-03, -3.17632E-03, -3.52623E-03, -3.85296E-03, -4.15634E-03, -4.43639E-03, -4.69331E-03, -4.92745E-03, -5.13931E-03, -5.32950E-03, -5.49873E-03, -5.64781E-03, -5.77761E-03, -5.88904E-03, -5.98307E-03, -6.06069E-03, -6.12287E-03, -6.17063E-03, -6.20495E-03, -6.22679E-03, -6.23711E-03, -6.23682E-03, -6.22680E-03, -6.20790E-03, -6.18093E-03, -6.14665E-03, -6.10577E-03,
  3.15913E-03,  3.21063E-03,  3.26230E-03,  3.31413E-03,  3.36611E-03,  3.41826E-03,  3.47062E-03,  3.52325E-03,  3.57627E-03,  3.62984E-03,  3.68415E-03,  3.73947E-03,  3.79612E-03,  3.85452E-03,  3.91513E-03,  3.97852E-03,  4.04534E-03,  4.11632E-03,  4.19227E-03,  4.27407E-03,  4.36265E-03,  4.45899E-03,  4.56403E-03,  4.67872E-03,  4.80388E-03,  4.94021E-03,  5.08816E-03,  5.24791E-03,  5.41924E-03,  5.60147E-03,  5.79332E-03,  5.99292E-03,  6.19764E-03,  6.40410E-03,  6.60817E-03,  6.80495E-03,  6.98888E-03,  7.15387E-03,  7.29349E-03,  7.40121E-03,  7.47071E-03,  7.49613E-03,  7.47246E-03,  7.39574E-03,  7.26332E-03,  7.07403E-03,  6.82817E-03,  6.52754E-03,  6.17527E-03,  5.77563E-03,  5.33381E-03,  4.85562E-03,  4.34723E-03,  3.81497E-03,  3.26507E-03,  2.70351E-03,  2.13590E-03,  1.56742E-03,  1.00274E-03,  4.46026E-04, -9.90772E-05, -6.29402E-04, -1.14225E-03, -1.63535E-03, -2.10683E-03, -2.55519E-03, -2.97928E-03, -3.37824E-03, -3.75150E-03, -4.09875E-03, -4.41991E-03, -4.71512E-03, -4.98471E-03, -5.22916E-03, -5.44913E-03, -5.64537E-03, -5.81877E-03, -5.97028E-03, -6.10093E-03, -6.21179E-03, -6.30398E-03, -6.37863E-03, -6.43687E-03, -6.47982E-03, -6.50860E-03, -6.52429E-03, -6.52795E-03, -6.52058E-03, -6.50316E-03, -6.47661E-03, -6.44181E-03, -6.39959E-03, -6.35071E-03,
  3.26446E-03,  3.31946E-03,  3.37464E-03,  3.42997E-03,  3.48542E-03,  3.54100E-03,  3.59672E-03,  3.65266E-03,  3.70891E-03,  3.76562E-03,  3.82299E-03,  3.88131E-03,  3.94091E-03,  4.00224E-03,  4.06583E-03,  4.13232E-03,  4.20244E-03,  4.27706E-03,  4.35713E-03,  4.44371E-03,  4.53796E-03,  4.64110E-03,  4.75436E-03,  4.87898E-03,  5.01614E-03,  5.16685E-03,  5.33194E-03,  5.51189E-03,  5.70677E-03,  5.91611E-03,  6.13878E-03,  6.37288E-03,  6.61561E-03,  6.86325E-03,  7.11107E-03,  7.35335E-03,  7.58349E-03,  7.79413E-03,  7.97737E-03,  8.12515E-03,  8.22951E-03,  8.28310E-03,  8.27953E-03,  8.21378E-03,  8.08248E-03,  7.88414E-03,  7.61919E-03,  7.28994E-03,  6.90038E-03,  6.45592E-03,  5.96305E-03,  5.42897E-03,  4.86124E-03,  4.26750E-03,  3.65515E-03,  3.03123E-03,  2.40221E-03,  1.77400E-03,  1.15182E-03,  5.40264E-04, -5.66869E-05, -6.35648E-04, -1.19377E-03, -1.72870E-03, -2.23854E-03, -2.72178E-03, -3.17730E-03, -3.60432E-03, -4.00235E-03, -4.37119E-03, -4.71089E-03, -5.02174E-03, -5.30420E-03, -5.55895E-03, -5.78679E-03, -5.98867E-03, -6.16566E-03, -6.31888E-03, -6.44956E-03, -6.55894E-03, -6.64831E-03, -6.71896E-03, -6.77219E-03, -6.80925E-03, -6.83141E-03, -6.83987E-03, -6.83579E-03, -6.82031E-03, -6.79447E-03, -6.75929E-03, -6.71573E-03, -6.66466E-03, -6.60693E-03,
  3.37388E-03,  3.43265E-03,  3.49161E-03,  3.55069E-03,  3.60987E-03,  3.66912E-03,  3.72844E-03,  3.78788E-03,  3.84752E-03,  3.90750E-03,  3.96801E-03,  4.02934E-03,  4.09184E-03,  4.15599E-03,  4.22236E-03,  4.29167E-03,  4.36475E-03,  4.44258E-03,  4.52629E-03,  4.61716E-03,  4.71656E-03,  4.82601E-03,  4.94709E-03,  5.08140E-03,  5.23052E-03,  5.39592E-03,  5.57885E-03,  5.78025E-03,  6.00058E-03,  6.23971E-03,  6.49674E-03,  6.76986E-03,  7.05618E-03,  7.35162E-03,  7.65084E-03,  7.94719E-03,  8.23283E-03,  8.49885E-03,  8.73555E-03,  8.93287E-03,  9.08081E-03,  9.17003E-03,  9.19236E-03,  9.14136E-03,  9.01275E-03,  8.80461E-03,  8.51758E-03,  8.15467E-03,  7.72106E-03,  7.22364E-03,  6.67063E-03,  6.07099E-03,  5.43404E-03,  4.76901E-03,  4.08475E-03,  3.38949E-03,  2.69070E-03,  1.99506E-03,  1.30839E-03,  6.35709E-04, -1.87024E-05, -6.51266E-04, -1.25902E-03, -1.83957E-03, -2.39099E-03, -2.91185E-03, -3.40108E-03, -3.85800E-03, -4.28223E-03, -4.67372E-03, -5.03267E-03, -5.35953E-03, -5.65498E-03, -5.91986E-03, -6.15519E-03, -6.36214E-03, -6.54196E-03, -6.69601E-03, -6.82572E-03, -6.93253E-03, -7.01792E-03, -7.08337E-03, -7.13035E-03, -7.16029E-03, -7.17460E-03, -7.17460E-03, -7.16161E-03, -7.13684E-03, -7.10147E-03, -7.05658E-03, -7.00322E-03, -6.94233E-03, -6.87481E-03,
  3.48762E-03,  3.55047E-03,  3.61351E-03,  3.67667E-03,  3.73987E-03,  3.80308E-03,  3.86627E-03,  3.92945E-03,  3.99268E-03,  4.05608E-03,  4.11983E-03,  4.18420E-03,  4.24956E-03,  4.31639E-03,  4.38532E-03,  4.45711E-03,  4.53271E-03,  4.61322E-03,  4.69995E-03,  4.79438E-03,  4.89819E-03,  5.01321E-03,  5.14140E-03,  5.28483E-03,  5.44556E-03,  5.62561E-03,  5.82680E-03,  6.05063E-03,  6.29815E-03,  6.56972E-03,  6.86482E-03,  7.18186E-03,  7.51796E-03,  7.86877E-03,  8.22829E-03,  8.58887E-03,  8.94120E-03,  9.27449E-03,  9.57681E-03,  9.83554E-03,  1.00380E-02,  1.01724E-02,  1.02280E-02,  1.01966E-02,  1.00727E-02,  9.85379E-03,  9.54087E-03,  9.13795E-03,  8.65177E-03,  8.09128E-03,  7.46692E-03,  6.78996E-03,  6.07191E-03,  5.32398E-03,  4.55673E-03,  3.77977E-03,  3.00168E-03,  2.22996E-03,  1.47102E-03,  7.30290E-04,  1.22975E-05, -6.79236E-04, -1.34129E-03, -1.97147E-03, -2.56792E-03, -3.12926E-03, -3.65454E-03, -4.14322E-03, -4.59507E-03, -5.01021E-03, -5.38903E-03, -5.73219E-03, -6.04058E-03, -6.31528E-03, -6.55754E-03, -6.76877E-03, -6.95048E-03, -7.10427E-03, -7.23179E-03, -7.33473E-03, -7.41479E-03, -7.47365E-03, -7.51298E-03, -7.53438E-03, -7.53943E-03, -7.52961E-03, -7.50636E-03, -7.47102E-03, -7.42487E-03, -7.36909E-03, -7.30480E-03, -7.23303E-03, -7.15471E-03,
