  1.09835E-03,  1.17641E-03,  1.25918E-03,  1.34688E-03,  1.43975E-03,  1.53801E-03,  1.64187E-03,  1.75153E-03,  1.86719E-03,  1.98901E-03,  2.11715E-03,  2.25171E-03,  2.39277E-03,  2.54036E-03,  2.69444E-03,  2.85491E-03,  3.02161E-03,  3.19426E-03,  3.37251E-03,  3.55588E-03,  3.74379E-03,  3.93549E-03,  4.13013E-03,  4.32670E-03,  4.52404E-03,  4.72083E-03,  4.91561E-03,  5.10680E-03,  5.29268E-03,  5.47145E-03,  5.64121E-03,  5.80005E-03,  5.94608E-03,  6.07742E-03,  6.19233E-03,  6.28920E-03,  6.36662E-03,  6.42345E-03,  6.45881E-03,  6.47214E-03,  6.46324E-03,  6.43222E-03,  6.37956E-03,  6.30606E-03,  6.21279E-03,  6.10111E-03,  5.97259E-03,  5.82894E-03,  5.67203E-03,  5.50376E-03,  5.32606E-03,  5.14084E-03,  4.94994E-03,  4.75510E-03,  4.55797E-03,  4.36004E-03,  4.16267E-03,  3.96705E-03,  3.77425E-03,  3.58515E-03,  3.40052E-03,  3.22098E-03,  3.04702E-03,  2.87902E-03,  2.71727E-03,  2.56194E-03,  2.41316E-03,  2.27095E-03,  2.13530E-03,  2.00613E-03,  1.88333E-03,  1.76676E-03,  1.65624E-03,  1.55159E-03,  1.45260E-03,  1.35904E-03,  1.27069E-03,  1.18733E-03,  1.10873E-03,
  1.07010E-03,  1.14960E-03,  1.23412E-03,  1.32393E-03,  1.41927E-03,  1.52041E-03,  1.62762E-03,  1.74115E-03,  1.86124E-03,  1.98810E-03,  2.12194E-03,  2.26293E-03,  2.41119E-03,  2.56681E-03,  2.72981E-03,  2.90013E-03,  3.07765E-03,  3.26215E-03,  3.45328E-03,  3.65059E-03,  3.85348E-03,  4.06120E-03,  4.27285E-03,  4.48734E-03,  4.70342E-03,  4.91964E-03,  5.13438E-03,  5.34586E-03,  5.55212E-03,  5.75109E-03,  5.94059E-03,  6.11840E-03,  6.28227E-03,  6.43000E-03,  6.55952E-03,  6.66891E-03,  6.75647E-03,  6.82082E-03,  6.86091E-03,  6.87607E-03,  6.86603E-03,  6.83094E-03,  6.77138E-03,  6.68830E-03,  6.58301E-03,  6.45714E-03,  6.31254E-03,  6.15129E-03,  5.97556E-03,  5.78761E-03,  5.58969E-03,  5.38401E-03,  5.17268E-03,  4.95771E-03,  4.74093E-03,  4.52402E-03,  4.30847E-03,  4.09559E-03,  3.88650E-03,  3.68217E-03,  3.48336E-03,  3.29070E-03,  3.10468E-03,  2.92566E-03,  2.75388E-03,  2.58948E-03,  2.43251E-03,  2.28297E-03,  2.14078E-03,  2.00581E-03,  1.87788E-03,  1.75681E-03,  1.64237E-03,  1.53431E-03,  1.43237E-03,  1.33631E-03,  1.24583E-03,  1.16069E-03,  1.08062E-03,
  1.03718E-03,  1.11794E-03,  1.20402E-03,  1.29573E-03,  1.39337E-03,  1.49726E-03,  1.60769E-03,  1.72497E-03,  1.84941E-03,  1.98128E-03,  2.12084E-03,  2.26834E-03,  2.42395E-03,  2.58784E-03,  2.76009E-03,  2.94071E-03,  3.12963E-03,  3.32667E-03,  3.53155E-03,  3.74383E-03,  3.96292E-03,  4.18808E-03,  4.41835E-03,  4.65259E-03,  4.88945E-03,  5.12733E-03,  5.36446E-03,  5.59880E-03,  5.82816E-03,  6.05016E-03,  6.26226E-03,  6.46187E-03,  6.64635E-03,  6.81309E-03,  6.95960E-03,  7.08359E-03,  7.18301E-03,  7.25618E-03,  7.30183E-03,  7.31913E-03,  7.30777E-03,  7.26792E-03,  7.20028E-03,  7.10601E-03,  6.98670E-03,  6.84430E-03,  6.68107E-03,  6.49946E-03,  6.30207E-03,  6.09156E-03,  5.87057E-03,  5.64166E-03,  5.40728E-03,  5.16968E-03,  4.93096E-03,  4.69298E-03,  4.45737E-03,  4.22555E-03,  3.99872E-03,  3.77788E-03,  3.56382E-03,  3.35715E-03,  3.15834E-03,  2.96770E-03,  2.78542E-03,  2.61159E-03,  2.44620E-03,  2.28917E-03,  2.14035E-03,  1.99954E-03,  1.86653E-03,  1.74103E-03,  1.62276E-03,  1.51142E-03,  1.40671E-03,  1.30830E-03,  1.21589E-03,  1.12917E-03,  1.04782E-03,
  9.99248E-04,  1.08102E-03,  1.16844E-03,  1.26183E-03,  1.36155E-03,  1.46796E-03,  1.58142E-03,  1.70230E-03,  1.83096E-03,  1.96775E-03,  2.11301E-03,  2.26703E-03,  2.43010E-03,  2.60245E-03,  2.78424E-03,  2.97556E-03,  3.17643E-03,  3.38673E-03,  3.60624E-03,  3.83456E-03,  4.07114E-03,  4.31524E-03,  4.56589E-03,  4.82188E-03,  5.08176E-03,  5.34382E-03,  5.60606E-03,  5.86623E-03,  6.12183E-03,  6.37012E-03,  6.60817E-03,  6.83294E-03,  7.04131E-03,  7.23017E-03,  7.39654E-03,  7.53764E-03,  7.65100E-03,  7.73457E-03,  7.78677E-03,  7.80661E-03,  7.79370E-03,  7.74824E-03,  7.67110E-03,  7.56368E-03,  7.42793E-03,  7.26623E-03,  7.08128E-03,  6.87605E-03,  6.65364E-03,  6.41720E-03,  6.16982E-03,  5.91449E-03,  5.65402E-03,  5.39099E-03,  5.12776E-03,  4.86637E-03,  4.60863E-03,  4.35606E-03,  4.10993E-03,  3.87124E-03,  3.64081E-03,  3.41921E-03,  3.20687E-03,  3.00403E-03,  2.81083E-03,  2.62726E-03,  2.45324E-03,  2.28861E-03,  2.13313E-03,  1.98654E-03,  1.84851E-03,  1.71871E-03,  1.59678E-03,  1.48236E-03,  1.37507E-03,  1.27455E-03,  1.18043E-03,  1.09235E-03,  1.00996E-03,
  9.55918E-04,  1.03844E-03,  1.12690E-03,  1.22170E-03,  1.32323E-03,  1.43191E-03,  1.54816E-03,  1.67242E-03,  1.80511E-03,  1.94666E-03,  2.09750E-03,  2.25802E-03,  2.42857E-03,  2.60950E-03,  2.80107E-03,  3.00346E-03,  3.21679E-03,  3.44103E-03,  3.67604E-03,  3.92150E-03,  4.17692E-03,  4.44156E-03,  4.71447E-03,  4.99439E-03,  5.27980E-03,  5.56882E-03,  5.85928E-03,  6.14865E-03,  6.43410E-03,  6.71249E-03,  6.98043E-03,  7.23432E-03,  7.47048E-03,  7.68520E-03,  7.87488E-03,  8.03614E-03,  8.16597E-03,  8.26185E-03,  8.32185E-03,  8.34472E-03,  8.32997E-03,  8.27788E-03,  8.18949E-03,  8.06655E-03,  7.91143E-03,  7.72705E-03,  7.51670E-03,  7.28395E-03,  7.03253E-03,  6.76618E-03,  6.48854E-03,  6.20309E-03,  5.91308E-03,  5.62144E-03,  5.33079E-03,  5.04342E-03,  4.76129E-03,  4.48601E-03,  4.21889E-03,  3.96097E-03,  3.71302E-03,  3.47557E-03,  3.24898E-03,  3.03341E-03,  2.82890E-03,  2.63535E-03,  2.45257E-03,  2.28029E-03,  2.11819E-03,  1.96590E-03,  1.82302E-03,  1.68911E-03,  1.56375E-03,  1.44649E-03,  1.33689E-03,  1.23453E-03,  1.13898E-03,  1.04983E-03,  9.66684E-04,
  9.06811E-04,  9.89751E-04,  1.07894E-03,  1.17482E-03,  1.27783E-03,  1.38846E-03,  1.50718E-03,  1.63452E-03,  1.77098E-03,  1.91706E-03,  2.07330E-03,  2.24018E-03,  2.41818E-03,  2.60773E-03,  2.80923E-03,  3.02299E-03,  3.24923E-03,  3.48805E-03,  3.73943E-03,  4.00314E-03,  4.27876E-03,  4.56563E-03,  4.86281E-03,  5.16904E-03,  5.48270E-03,  5.80182E-03,  6.12399E-03,  6.44642E-03,  6.76589E-03,  7.07882E-03,  7.38125E-03,  7.66898E-03,  7.93761E-03,  8.18269E-03,  8.39986E-03,  8.58500E-03,  8.73440E-03,  8.84496E-03,  8.91426E-03,  8.94076E-03,  8.92384E-03,  8.86385E-03,  8.76208E-03,  8.62069E-03,  8.44264E-03,  8.23148E-03,  7.99127E-03,  7.72634E-03,  7.44118E-03,  7.14022E-03,  6.82780E-03,  6.50796E-03,  6.18443E-03,  5.86056E-03,  5.53927E-03,  5.22308E-03,  4.91408E-03,  4.61398E-03,  4.32413E-03,  4.04552E-03,  3.77889E-03,  3.52470E-03,  3.28318E-03,  3.05440E-03,  2.83826E-03,  2.63455E-03,  2.44296E-03,  2.26308E-03,  2.09449E-03,  1.93669E-03,  1.78918E-03,  1.65144E-03,  1.52294E-03,  1.40316E-03,  1.29158E-03,  1.18771E-03,  1.09106E-03,  1.00117E-03,  9.17592E-04,
  8.51537E-04,  9.34532E-04,  1.02407E-03,  1.12063E-03,  1.22474E-03,  1.33692E-03,  1.45774E-03,  1.58778E-03,  1.72764E-03,  1.87794E-03,  2.03929E-03,  2.21231E-03,  2.39760E-03,  2.59572E-03,  2.80722E-03,  3.03254E-03,  3.27206E-03,  3.52604E-03,  3.79459E-03,  4.07763E-03,  4.37486E-03,  4.68570E-03,  5.00929E-03,  5.34437E-03,  5.68930E-03,  6.04196E-03,  6.39978E-03,  6.75965E-03,  7.11796E-03,  7.47060E-03,  7.81297E-03,  8.14013E-03,  8.44684E-03,  8.72774E-03,  8.97750E-03,  9.19108E-03,  9.36389E-03,  9.49205E-03,  9.57254E-03,  9.60342E-03,  9.58392E-03,  9.51446E-03,  9.39666E-03,  9.23323E-03,  9.02784E-03,  8.78492E-03,  8.50944E-03,  8.20671E-03,  7.88214E-03,  7.54105E-03,  7.18855E-03,  6.82936E-03,  6.46779E-03,  6.10760E-03,  5.75206E-03,  5.40391E-03,  5.06537E-03,  4.73823E-03,  4.42380E-03,  4.12305E-03,  3.83660E-03,  3.56480E-03,  3.30775E-03,  3.06535E-03,  2.83737E-03,  2.62343E-03,  2.42307E-03,  2.23575E-03,  2.06088E-03,  1.89786E-03,  1.74606E-03,  1.60484E-03,  1.47359E-03,  1.35167E-03,  1.23851E-03,  1.13353E-03,  1.03618E-03,  9.45929E-04,  8.62295E-04,
  7.89703E-04,  8.72332E-04,  9.61779E-04,  1.05858E-03,  1.16331E-03,  1.27658E-03,  1.39902E-03,  1.53130E-03,  1.67411E-03,  1.82819E-03,  1.99426E-03,  2.17308E-03,  2.36538E-03,  2.57189E-03,  2.79332E-03,  3.03028E-03,  3.28335E-03,  3.55296E-03,  3.83941E-03,  4.14281E-03,  4.46302E-03,  4.79962E-03,  5.15184E-03,  5.51850E-03,  5.89795E-03,  6.28800E-03,  6.68587E-03,  7.08818E-03,  7.49087E-03,  7.88925E-03,  8.27800E-03,  8.65127E-03,  9.00282E-03,  9.32615E-03,  9.61477E-03,  9.86242E-03,  1.00634E-02,  1.02128E-02,  1.03068E-02,  1.03431E-02,  1.03204E-02,  1.02396E-02,  1.01024E-02,  9.91248E-03,  9.67433E-03,  9.39351E-03,  9.07619E-03,  8.72886E-03,  8.35810E-03,  7.97031E-03,  7.57153E-03,  7.16727E-03,  6.76246E-03,  6.36136E-03,  5.96757E-03,  5.58404E-03,  5.21312E-03,  4.85657E-03,  4.51569E-03,  4.19133E-03,  3.88397E-03,  3.59379E-03,  3.32069E-03,  3.06441E-03,  2.82449E-03,  2.60038E-03,  2.39143E-03,  2.19693E-03,  2.01614E-03,  1.84830E-03,  1.69264E-03,  1.54841E-03,  1.41487E-03,  1.29132E-03,  1.17705E-03,  1.07143E-03,  9.73825E-04,  8.83665E-04,  8.00396E-04,
  7.20915E-04,  8.02702E-04,  8.91562E-04,  9.88085E-04,  1.09291E-03,  1.20670E-03,  1.33019E-03,  1.46414E-03,  1.60934E-03,  1.76664E-03,  1.93691E-03,  2.12104E-03,  2.31994E-03,  2.53451E-03,  2.76563E-03,  3.01416E-03,  3.28088E-03,  3.56645E-03,  3.87141E-03,  4.19610E-03,  4.54062E-03,  4.90475E-03,  5.28789E-03,  5.68900E-03,  6.10648E-03,  6.53810E-03,  6.98096E-03,  7.43137E-03,  7.88482E-03,  8.33597E-03,  8.77868E-03,  9.20607E-03,  9.61063E-03,  9.98451E-03,  1.03197E-02,  1.06084E-02,  1.08435E-02,  1.10187E-02,  1.11293E-02,  1.11721E-02,  1.11457E-02,  1.10509E-02,  1.08903E-02,  1.06682E-02,  1.03906E-02,  1.00643E-02,  9.69702E-03,  9.29685E-03,  8.87178E-03,  8.42951E-03,  7.97718E-03,  7.52123E-03,  7.06728E-03,  6.62012E-03,  6.18367E-03,  5.76107E-03,  5.35472E-03,  4.96635E-03,  4.59714E-03,  4.24776E-03,  3.91849E-03,  3.60927E-03,  3.31977E-03,  3.04947E-03,  2.79768E-03,  2.56362E-03,  2.34641E-03,  2.14517E-03,  1.95894E-03,  1.78681E-03,  1.62786E-03,  1.48120E-03,  1.34596E-03,  1.22133E-03,  1.10652E-03,  1.00081E-03,  9.03489E-04,  8.13921E-04,  7.31502E-04,
  6.44782E-04,  7.25196E-04,  8.12904E-04,  9.08552E-04,  1.01284E-03,  1.12652E-03,  1.25039E-03,  1.38532E-03,  1.53222E-03,  1.69206E-03,  1.86585E-03,  2.05465E-03,  2.25954E-03,  2.48164E-03,  2.72206E-03,  2.98188E-03,  3.26215E-03,  3.56382E-03,  3.88772E-03,  4.23449E-03,  4.60452E-03,  4.99789E-03,  5.41426E-03,  5.85279E-03,  6.31202E-03,  6.78979E-03,  7.28308E-03,  7.78797E-03,  8.29949E-03,  8.81162E-03,  9.31727E-03,  9.80833E-03,  1.02758E-02,  1.07102E-02,  1.11015E-02,  1.14400E-02,  1.17167E-02,  1.19237E-02,  1.20546E-02,  1.21054E-02,  1.20745E-02,  1.19626E-02,  1.17733E-02,  1.15120E-02,  1.11864E-02,  1.08052E-02,  1.03781E-02,  9.91500E-03,  9.42583E-03,  8.91982E-03,  8.40544E-03,  7.89017E-03,  7.38040E-03,  6.88143E-03,  6.39750E-03,  5.93188E-03,  5.48695E-03,  5.06431E-03,  4.66494E-03,  4.28925E-03,  3.93722E-03,  3.60848E-03,  3.30241E-03,  3.01816E-03,  2.75477E-03,  2.51118E-03,  2.28625E-03,  2.07886E-03,  1.88786E-03,  1.71214E-03,  1.55060E-03,  1.40221E-03,  1.26597E-03,  1.14095E-03,  1.02626E-03,  9.21085E-04,  8.24652E-04,  7.36250E-04,  6.55221E-04,
