 -5.39033E-03, -5.52513E-03, -5.66148E-03, -5.79916E-03, -5.93788E-03, -6.07732E-03, -6.21713E-03, -6.35689E-03, -6.49617E-03, -6.63447E-03, -6.77124E-03, -6.90588E-03, -7.03775E-03, -7.16612E-03, -7.29025E-03, -7.40930E-03, -7.52239E-03, -7.62861E-03, -7.72697E-03, -7.81644E-03, -7.89595E-03, -7.96442E-03, -8.02072E-03, -8.06373E-03, -8.09231E-03, -8.10537E-03, -8.10184E-03, -8.08070E-03, -8.04104E-03, -7.98202E-03, -7.90296E-03, -7.80331E-03, -7.68273E-03, -7.54106E-03, -7.37841E-03, -7.19512E-03, -6.99180E-03, -6.76938E-03, -6.52905E-03, -6.27233E-03, -6.00102E-03, -5.71718E-03, -5.42314E-03, -5.12143E-03, -4.81474E-03, -4.50587E-03, -4.19768E-03, -3.89300E-03, -3.59458E-03, -3.30501E-03, -3.02665E-03, -2.76161E-03, -2.51166E-03, -2.27821E-03, -2.06231E-03, -1.86463E-03, -1.68547E-03, -1.52479E-03, -1.38223E-03, -1.25716E-03, -1.14873E-03, -1.05591E-03, -9.77542E-04, -9.12381E-04, -8.59140E-04, -8.16528E-04, -7.83276E-04, -7.58163E-04, -7.40035E-04, -7.27816E-04, -7.20520E-04, -7.17251E-04, -7.17207E-04, -7.19678E-04, -7.24042E-04, -7.29759E-04, -7.36366E-04, -7.43471E-04, -7.50746E-04, -7.57919E-04, -7.64771E-04, -7.71124E-04, -7.76842E-04, -7.81822E-04,
 -5.49556E-03, -5.63689E-03, -5.78009E-03, -5.92491E-03, -6.07107E-03, -6.21826E-03, -6.36610E-03, -6.51418E-03, -6.66204E-03, -6.80917E-03, -6.95499E-03, -7.09889E-03, -7.24016E-03, -7.37805E-03, -7.51175E-03, -7.64038E-03, -7.76298E-03, -7.87856E-03, -7.98603E-03, -8.08428E-03, -8.17213E-03, -8.24836E-03, -8.31172E-03, -8.36094E-03, -8.39475E-03, -8.41189E-03, -8.41112E-03, -8.39128E-03, -8.35127E-03, -8.29012E-03, -8.20697E-03, -8.10116E-03, -7.97221E-03, -7.81988E-03, -7.64419E-03, -7.44546E-03, -7.22433E-03, -6.98177E-03, -6.71908E-03, -6.43795E-03, -6.14039E-03, -5.82875E-03, -5.50568E-03, -5.17409E-03, -4.83709E-03, -4.49794E-03, -4.15995E-03, -3.82643E-03, -3.50057E-03, -3.18539E-03, -2.88364E-03, -2.59771E-03, -2.32962E-03, -2.08095E-03, -1.85284E-03, -1.64593E-03, -1.46047E-03, -1.29625E-03, -1.15272E-03, -1.02902E-03, -9.24004E-04, -8.36367E-04, -7.64655E-04, -7.07336E-04, -6.62853E-04, -6.29661E-04, -6.06264E-04, -5.91243E-04, -5.83271E-04, -5.81129E-04, -5.83712E-04, -5.90031E-04, -5.99213E-04, -6.10493E-04, -6.23214E-04, -6.36814E-04, -6.50819E-04, -6.64836E-04, -6.78543E-04, -6.91681E-04, -7.04045E-04, -7.15479E-04, -7.25868E-04, -7.35131E-04,
 -5.60080E-03, -5.74890E-03, -5.89919E-03, -6.05144E-03, -6.20536E-03, -6.36064E-03, -6.51690E-03, -6.67372E-03, -6.83062E-03, -6.98708E-03, -7.14251E-03, -7.29624E-03, -7.44754E-03, -7.59562E-03, -7.73961E-03, -7.87857E-03, -8.01148E-03, -8.13723E-03, -8.25467E-03, -8.36257E-03, -8.45963E-03, -8.54450E-03, -8.61578E-03, -8.67205E-03, -8.71187E-03, -8.73380E-03, -8.73643E-03, -8.71840E-03, -8.67842E-03, -8.61533E-03, -8.52809E-03, -8.41588E-03, -8.27806E-03, -8.11427E-03, -7.92445E-03, -7.70885E-03, -7.46812E-03, -7.20327E-03, -6.91572E-03, -6.60733E-03, -6.28035E-03, -5.93746E-03, -5.58168E-03, -5.21636E-03, -4.84512E-03, -4.47173E-03, -4.10008E-03, -3.73403E-03, -3.37733E-03, -3.03350E-03, -2.70572E-03, -2.39679E-03, -2.10899E-03, -1.84410E-03, -1.60331E-03, -1.38728E-03, -1.19610E-03, -1.02939E-03, -8.86327E-04, -7.65729E-04, -6.66122E-04, -5.85830E-04, -5.23039E-04, -4.75873E-04, -4.42449E-04, -4.20928E-04, -4.09555E-04, -4.06682E-04, -4.10795E-04, -4.20520E-04, -4.34627E-04, -4.52034E-04, -4.71798E-04, -4.93107E-04, -5.15276E-04, -5.37727E-04, -5.59986E-04, -5.81668E-04, -6.02467E-04, -6.22144E-04, -6.40522E-04, -6.57470E-04, -6.72904E-04, -6.86773E-04,
 -5.70577E-03, -5.86085E-03, -6.01849E-03, -6.17844E-03, -6.34043E-03, -6.50415E-03, -6.66921E-03, -6.83519E-03, -7.00161E-03, -7.16791E-03, -7.33349E-03, -7.49766E-03, -7.65965E-03, -7.81862E-03, -7.97365E-03, -8.12374E-03, -8.26778E-03, -8.40459E-03, -8.53292E-03, -8.65141E-03, -8.75864E-03, -8.85311E-03, -8.93328E-03, -8.99754E-03, -9.04426E-03, -9.07181E-03, -9.07858E-03, -9.06296E-03, -9.02348E-03, -8.95873E-03, -8.86747E-03, -8.74867E-03, -8.60150E-03, -8.42545E-03, -8.22033E-03, -7.98632E-03, -7.72403E-03, -7.43451E-03, -7.11931E-03, -6.78044E-03, -6.42046E-03, -6.04236E-03, -5.64963E-03, -5.24613E-03, -4.83606E-03, -4.42383E-03, -4.01401E-03, -3.61113E-03, -3.21961E-03, -2.84358E-03, -2.48678E-03, -2.15245E-03, -1.84322E-03, -1.56105E-03, -1.30724E-03, -1.08237E-03, -8.86371E-04, -7.18598E-04, -5.77878E-04, -4.62619E-04, -3.70914E-04, -3.00634E-04, -2.49526E-04, -2.15294E-04, -1.95670E-04, -1.88472E-04, -1.91646E-04, -2.03294E-04, -2.21694E-04, -2.45307E-04, -2.72780E-04, -3.02936E-04, -3.34771E-04, -3.67436E-04, -4.00225E-04, -4.32561E-04, -4.63980E-04, -4.94116E-04, -5.22692E-04, -5.49503E-04, -5.74404E-04, -5.97305E-04, -6.18157E-04, -6.36950E-04,
 -5.81014E-03, -5.97242E-03, -6.13763E-03, -6.30556E-03, -6.47593E-03, -6.64842E-03, -6.82267E-03, -6.99823E-03, -7.17463E-03, -7.35129E-03, -7.52759E-03, -7.70282E-03, -7.87617E-03, -8.04676E-03, -8.21361E-03, -8.37566E-03, -8.53172E-03, -8.68054E-03, -8.82073E-03, -8.95083E-03, -9.06927E-03, -9.17441E-03, -9.26452E-03, -9.33782E-03, -9.39245E-03, -9.42658E-03, -9.43833E-03, -9.42588E-03, -9.38748E-03, -9.32146E-03, -9.22634E-03, -9.10082E-03, -8.94386E-03, -8.75475E-03, -8.53311E-03, -8.27904E-03, -7.99306E-03, -7.67626E-03, -7.33027E-03, -6.95732E-03, -6.56022E-03, -6.14240E-03, -5.70783E-03, -5.26097E-03, -4.80672E-03, -4.35027E-03, -3.89698E-03, -3.45222E-03, -3.02122E-03, -2.60886E-03, -2.21957E-03, -1.85712E-03, -1.52454E-03, -1.22405E-03, -9.56980E-04, -7.23841E-04, -5.24327E-04, -3.57416E-04, -2.21477E-04, -1.14398E-04, -3.37147E-05,  2.32627E-05,  5.93292E-05,  7.72857E-05,  7.98548E-05,  6.96169E-05,  4.89644E-05,  2.00726E-05, -1.51152E-05, -5.48910E-05, -9.77771E-05, -1.42514E-04, -1.88045E-04, -2.33497E-04, -2.78161E-04, -3.21475E-04, -3.63002E-04, -4.02412E-04, -4.39469E-04, -4.74014E-04, -5.05952E-04, -5.35240E-04, -5.61880E-04, -5.85905E-04,
 -5.91357E-03, -6.08323E-03, -6.25625E-03, -6.43241E-03, -6.61144E-03, -6.79304E-03, -6.97685E-03, -7.16242E-03, -7.34926E-03, -7.53680E-03, -7.72439E-03, -7.91130E-03, -8.09669E-03, -8.27965E-03, -8.45914E-03, -8.63402E-03, -8.80304E-03, -8.96485E-03, -9.11795E-03, -9.26075E-03, -9.39154E-03, -9.50851E-03, -9.60974E-03, -9.69323E-03, -9.75692E-03, -9.79871E-03, -9.81645E-03, -9.80805E-03, -9.77145E-03, -9.70469E-03, -9.60598E-03, -9.47372E-03, -9.30659E-03, -9.10362E-03, -8.86423E-03, -8.58833E-03, -8.27638E-03, -7.92941E-03, -7.54916E-03, -7.13804E-03, -6.69918E-03, -6.23644E-03, -5.75436E-03, -5.25813E-03, -4.75346E-03, -4.24644E-03, -3.74343E-03, -3.25083E-03, -2.77485E-03, -2.32132E-03, -1.89549E-03, -1.50180E-03, -1.14378E-03, -8.23893E-04, -5.43550E-04, -3.03094E-04, -1.01880E-04,  6.16077E-05,  1.89605E-04,  2.84902E-04,  3.50669E-04,  3.90297E-04,  4.07244E-04,  4.04918E-04,  3.86579E-04,  3.55263E-04,  3.13742E-04,  2.64492E-04,  2.09689E-04,  1.51209E-04,  9.06446E-05,  2.93259E-05, -3.16572E-05, -9.14279E-05, -1.49296E-04, -2.04734E-04, -2.57351E-04, -3.06873E-04, -3.53125E-04, -3.96008E-04, -4.35490E-04, -4.71592E-04, -5.04373E-04, -5.33925E-04,
 -6.01567E-03, -6.19289E-03, -6.37392E-03, -6.55855E-03, -6.74653E-03, -6.93755E-03, -7.13127E-03, -7.32725E-03, -7.52500E-03, -7.72393E-03, -7.92338E-03, -8.12261E-03, -8.32075E-03, -8.51683E-03, -8.70979E-03, -8.89841E-03, -9.08136E-03, -9.25720E-03, -9.42432E-03, -9.58099E-03, -9.72535E-03, -9.85541E-03, -9.96904E-03, -1.00640E-02, -1.01381E-02, -1.01887E-02, -1.02136E-02, -1.02103E-02, -1.01764E-02, -1.01096E-02, -1.00077E-02, -9.86882E-03, -9.69123E-03, -9.47367E-03, -9.21528E-03, -8.91573E-03, -8.57533E-03, -8.19507E-03, -7.77670E-03, -7.32283E-03, -6.83692E-03, -6.32330E-03, -5.78718E-03, -5.23456E-03, -4.67210E-03, -4.10703E-03, -3.54690E-03, -2.99936E-03, -2.47186E-03, -1.97142E-03, -1.50430E-03, -1.07579E-03, -6.89994E-04, -3.49698E-04, -5.63375E-05,  1.89984E-04,  3.90390E-04,  5.47063E-04,  6.63043E-04,  7.41997E-04,  7.87995E-04,  8.05301E-04,  7.98187E-04,  7.70789E-04,  7.26990E-04,  6.70351E-04,  6.04058E-04,  5.30909E-04,  4.53314E-04,  3.73308E-04,  2.92582E-04,  2.12511E-04,  1.34193E-04,  5.84812E-05, -1.39811E-05, -8.27275E-05, -1.47440E-04, -2.07922E-04, -2.64079E-04, -3.15894E-04, -3.63414E-04, -4.06736E-04, -4.45992E-04, -4.81342E-04,
 -6.11602E-03, -6.30096E-03, -6.49019E-03, -6.68350E-03, -6.88068E-03, -7.08143E-03, -7.28541E-03, -7.49219E-03, -7.70128E-03, -7.91210E-03, -8.12399E-03, -8.33616E-03, -8.54774E-03, -8.75773E-03, -8.96500E-03, -9.16829E-03, -9.36619E-03, -9.55714E-03, -9.73945E-03, -9.91123E-03, -1.00705E-02, -1.02150E-02, -1.03424E-02, -1.04503E-02, -1.05361E-02, -1.05971E-02, -1.06305E-02, -1.06335E-02, -1.06034E-02, -1.05374E-02, -1.04329E-02, -1.02877E-02, -1.00995E-02, -9.86667E-03, -9.58805E-03, -9.26299E-03, -8.89154E-03, -8.47457E-03, -8.01385E-03, -7.51212E-03, -6.97316E-03, -6.40185E-03, -5.80410E-03, -5.18685E-03, -4.55795E-03, -3.92595E-03, -3.29986E-03, -2.68888E-03, -2.10204E-03, -1.54782E-03, -1.03380E-03, -5.66295E-04, -1.50143E-04,  2.11503E-04,  5.17222E-04,  7.67276E-04,  9.63457E-04,  1.10885E-03,  1.20757E-03,  1.26441E-03,  1.28460E-03,  1.27349E-03,  1.23634E-03,  1.17816E-03,  1.10355E-03,  1.01666E-03,  9.21121E-04,  8.20072E-04,  7.16141E-04,  6.11502E-04,  5.07914E-04,  4.06763E-04,  3.09115E-04,  2.15764E-04,  1.27272E-04,  4.40087E-05, -3.38092E-05, -1.06092E-04, -1.72849E-04, -2.34167E-04, -2.90191E-04, -3.41111E-04, -3.87146E-04, -4.28536E-04,
 -6.21418E-03, -6.40698E-03, -6.60456E-03, -6.80676E-03, -7.01337E-03, -7.22411E-03, -7.43866E-03, -7.65661E-03, -7.87747E-03, -8.10067E-03, -8.32553E-03, -8.55127E-03, -8.77698E-03, -9.00165E-03, -9.22409E-03, -9.44299E-03, -9.65687E-03, -9.86407E-03, -1.00628E-02, -1.02510E-02, -1.04265E-02, -1.05869E-02, -1.07297E-02, -1.08521E-02, -1.09512E-02, -1.10241E-02, -1.10675E-02, -1.10783E-02, -1.10533E-02, -1.09892E-02, -1.08830E-02, -1.07318E-02, -1.05331E-02, -1.02845E-02, -9.98457E-03, -9.63211E-03, -9.22691E-03, -8.76961E-03, -8.26190E-03, -7.70662E-03, -7.10785E-03, -6.47102E-03, -5.80285E-03, -5.11138E-03, -4.40578E-03, -3.69623E-03, -2.99357E-03, -2.30892E-03, -1.65329E-03, -1.03702E-03, -4.69366E-04,  4.20187E-05,  4.91396E-04,  8.75188E-04,  1.19205E-03,  1.44278E-03,  1.63012E-03,  1.75838E-03,  1.83309E-03,  1.86054E-03,  1.84741E-03,  1.80041E-03,  1.72602E-03,  1.63026E-03,  1.51857E-03,  1.39574E-03,  1.26588E-03,  1.13245E-03,  9.98262E-04,  8.65605E-04,  7.36251E-04,  6.11549E-04,  4.92487E-04,  3.79747E-04,  2.73765E-04,  1.74777E-04,  8.28575E-05, -2.04054E-06, -8.00602E-05, -1.51415E-04, -2.16370E-04, -2.75225E-04, -3.28302E-04, -3.75935E-04,
 -6.30968E-03, -6.51042E-03, -6.71649E-03, -6.92774E-03, -7.14398E-03, -7.36496E-03, -7.59037E-03, -7.81983E-03, -8.05285E-03, -8.28888E-03, -8.52723E-03, -8.76713E-03, -9.00766E-03, -9.24777E-03, -9.48624E-03, -9.72170E-03, -9.95261E-03, -1.01772E-02, -1.03936E-02, -1.05996E-02, -1.07928E-02, -1.09707E-02, -1.11305E-02, -1.12691E-02, -1.13833E-02, -1.14698E-02, -1.15251E-02, -1.15453E-02, -1.15269E-02, -1.14661E-02, -1.13593E-02, -1.12030E-02, -1.09939E-02, -1.07294E-02, -1.04071E-02, -1.00254E-02, -9.58373E-03, -9.08228E-03, -8.52257E-03, -7.90747E-03, -7.24130E-03, -6.53004E-03, -5.78128E-03, -5.00428E-03, -4.20984E-03, -3.41006E-03, -2.61800E-03, -1.84724E-03, -1.11128E-03, -4.22890E-04,  2.06527E-04,  7.67588E-04,  1.25340E-03,  1.65990E-03,  1.98591E-03,  2.23303E-03,  2.40531E-03,  2.50876E-03,  2.55079E-03,  2.53964E-03,  2.48386E-03,  2.39186E-03,  2.27156E-03,  2.13020E-03,  1.97413E-03,  1.80885E-03,  1.63893E-03,  1.46812E-03,  1.29939E-03,  1.13507E-03,  9.76867E-04,  8.26037E-04,  6.83416E-04,  5.49517E-04,  4.24594E-04,  3.08697E-04,  2.01721E-04,  1.03441E-04,  1.35493E-05, -6.83219E-05, -1.42580E-04, -2.09654E-04, -2.69985E-04, -3.24014E-04,
